#,Date-Time (UTC Standard Time),Temperature   (°C),Light   (lux),Started,Button Down,Button Up,Host Connected,Stopped,End of File
3752,06/05/2025 20:35:00,19.60,13.99,,,,,,
3753,06/05/2025 20:40:00,19.65,14.79,,,,,,
3754,06/05/2025 20:45:00,19.65,14.79,,,,,,
3755,06/05/2025 20:50:00,19.65,14.79,,,,,,
3756,06/05/2025 20:55:00,19.65,14.58,,,,,,
3757,06/05/2025 21:00:00,19.60,14.79,,,,,,
3758,06/05/2025 21:05:00,19.65,14.58,,,,,,
3759,06/05/2025 21:10:00,19.65,14.38,,,,,,
3760,06/05/2025 21:15:00,19.65,14.58,,,,,,
3761,06/05/2025 21:20:00,19.65,14.58,,,,,,
3762,06/05/2025 21:25:00,19.60,14.58,,,,,,
3763,06/05/2025 21:30:00,19.60,14.58,,,,,,
3764,06/05/2025 21:35:00,19.60,14.79,,,,,,
3765,06/05/2025 21:40:00,19.65,14.58,,,,,,
3766,06/05/2025 21:45:00,19.60,14.58,,,,,,
3767,06/05/2025 21:50:00,19.56,15.20,,,,,,
3768,06/05/2025 21:55:00,19.56,14.58,,,,,,
3769,06/05/2025 22:00:00,19.56,13.99,,,,,,
3770,06/05/2025 22:05:00,19.60,14.38,,,,,,
3771,06/05/2025 22:10:00,19.56,14.58,,,,,,
3772,06/05/2025 22:15:00,19.56,14.58,,,,,,
3773,06/05/2025 22:20:00,19.60,14.58,,,,,,
3774,06/05/2025 22:25:00,19.56,14.58,,,,,,
3775,06/05/2025 22:30:00,19.56,13.99,,,,,,
3776,06/05/2025 22:35:00,19.56,14.58,,,,,,
3777,06/05/2025 22:40:00,19.52,14.58,,,,,,
3778,06/05/2025 22:45:00,19.56,14.58,,,,,,
3779,06/05/2025 22:50:00,19.56,14.58,,,,,,
3780,06/05/2025 22:55:00,19.52,14.58,,,,,,
3781,06/05/2025 23:00:00,19.52,14.58,,,,,,
3782,06/05/2025 23:05:00,19.56,14.58,,,,,,
3783,06/05/2025 23:10:00,19.52,14.58,,,,,,
3784,06/05/2025 23:15:00,19.52,14.58,,,,,,
3785,06/05/2025 23:20:00,19.52,14.58,,,,,,
3786,06/05/2025 23:25:00,19.52,14.58,,,,,,
3787,06/05/2025 23:30:00,19.56,14.58,,,,,,
3788,06/05/2025 23:35:00,19.47,14.58,,,,,,
3789,06/05/2025 23:40:00,19.56,14.58,,,,,,
3790,06/05/2025 23:45:00,19.52,14.58,,,,,,
3791,06/05/2025 23:50:00,19.47,14.58,,,,,,
3792,06/05/2025 23:55:00,19.52,14.58,,,,,,
3793,06/06/2025 00:00:00,19.52,14.58,,,,,,
3794,06/06/2025 00:05:00,19.52,14.58,,,,,,
3795,06/06/2025 00:10:00,19.52,14.58,,,,,,
3796,06/06/2025 00:15:00,19.47,14.58,,,,,,
3797,06/06/2025 00:20:00,19.47,14.58,,,,,,
3798,06/06/2025 00:25:00,19.47,14.58,,,,,,
3799,06/06/2025 00:30:00,19.43,14.58,,,,,,
3800,06/06/2025 00:35:00,19.47,14.58,,,,,,
3801,06/06/2025 00:40:00,19.47,14.58,,,,,,
3802,06/06/2025 00:45:00,19.47,14.58,,,,,,
3803,06/06/2025 00:50:00,19.43,14.58,,,,,,
3804,06/06/2025 00:55:00,19.47,14.58,,,,,,
3805,06/06/2025 01:00:00,19.43,14.58,,,,,,
3806,06/06/2025 01:05:00,19.47,14.58,,,,,,
3807,06/06/2025 01:10:00,19.43,14.58,,,,,,
3808,06/06/2025 01:15:00,19.47,14.58,,,,,,
3809,06/06/2025 01:20:00,19.43,14.58,,,,,,
3810,06/06/2025 01:25:00,19.47,14.58,,,,,,
3811,06/06/2025 01:30:00,19.47,14.99,,,,,,
3812,06/06/2025 01:35:00,19.39,14.17,,,,,,
3813,06/06/2025 01:40:00,19.43,14.58,,,,,,
3814,06/06/2025 01:45:00,19.47,14.58,,,,,,
3815,06/06/2025 01:50:00,19.39,14.58,,,,,,
3816,06/06/2025 01:55:00,19.39,14.58,,,,,,
3817,06/06/2025 02:00:00,19.43,14.58,,,,,,
3818,06/06/2025 02:05:00,19.43,14.38,,,,,,
3819,06/06/2025 02:10:00,19.43,14.38,,,,,,
3820,06/06/2025 02:15:00,19.39,14.38,,,,,,
3821,06/06/2025 02:20:00,19.43,14.58,,,,,,
3822,06/06/2025 02:25:00,19.39,14.38,,,,,,
3823,06/06/2025 02:30:00,19.43,14.38,,,,,,
3824,06/06/2025 02:35:00,19.39,14.38,,,,,,
3825,06/06/2025 02:40:00,19.39,14.38,,,,,,
3826,06/06/2025 02:45:00,19.39,14.38,,,,,,
3827,06/06/2025 02:50:00,19.39,13.79,,,,,,
3828,06/06/2025 02:55:00,19.39,14.38,,,,,,
3829,06/06/2025 03:00:00,19.39,14.38,,,,,,
3830,06/06/2025 03:05:00,19.35,14.38,,,,,,
3831,06/06/2025 03:10:00,19.35,14.38,,,,,,
3832,06/06/2025 03:15:00,19.35,14.38,,,,,,
3833,06/06/2025 03:20:00,19.39,14.38,,,,,,
3834,06/06/2025 03:25:00,19.39,14.38,,,,,,
3835,06/06/2025 03:30:00,19.35,14.38,,,,,,
3836,06/06/2025 03:35:00,19.35,14.38,,,,,,
3837,06/06/2025 03:40:00,19.39,14.38,,,,,,
3838,06/06/2025 03:45:00,19.30,14.38,,,,,,
3839,06/06/2025 03:50:00,19.30,14.38,,,,,,
3840,06/06/2025 03:55:00,19.35,14.38,,,,,,
3841,06/06/2025 04:00:00,19.30,14.38,,,,,,
3842,06/06/2025 04:05:00,19.30,14.38,,,,,,
3843,06/06/2025 04:10:00,19.30,14.38,,,,,,
3844,06/06/2025 04:15:00,19.35,14.38,,,,,,
3845,06/06/2025 04:20:00,19.30,14.38,,,,,,
3846,06/06/2025 04:25:00,19.30,14.38,,,,,,
3847,06/06/2025 04:30:00,19.30,13.79,,,,,,
3848,06/06/2025 04:35:00,19.35,14.38,,,,,,
3849,06/06/2025 04:40:00,19.35,14.38,,,,,,
3850,06/06/2025 04:45:00,19.30,14.38,,,,,,
3851,06/06/2025 04:50:00,19.30,13.79,,,,,,
3852,06/06/2025 04:55:00,19.30,13.79,,,,,,
3853,06/06/2025 05:00:00,19.30,14.38,,,,,,
3854,06/06/2025 05:05:00,19.30,13.79,,,,,,
3855,06/06/2025 05:10:00,19.30,14.79,,,,,,
3856,06/06/2025 05:15:00,19.35,14.38,,,,,,
3857,06/06/2025 05:20:00,19.30,14.38,,,,,,
3858,06/06/2025 05:25:00,19.30,14.79,,,,,,
3859,06/06/2025 05:30:00,19.30,14.17,,,,,,
3860,06/06/2025 05:35:00,19.30,14.38,,,,,,
3861,06/06/2025 05:40:00,19.30,14.38,,,,,,
3862,06/06/2025 05:45:00,19.22,14.38,,,,,,
3863,06/06/2025 05:50:00,19.30,14.38,,,,,,
3864,06/06/2025 05:55:00,19.26,14.38,,,,,,
3865,06/06/2025 06:00:00,19.22,14.38,,,,,,
3866,06/06/2025 06:05:00,19.26,14.38,,,,,,
3867,06/06/2025 06:10:00,19.30,14.38,,,,,,
3868,06/06/2025 06:15:00,19.30,13.79,,,,,,
3869,06/06/2025 06:20:00,19.30,14.38,,,,,,
3870,06/06/2025 06:25:00,19.26,14.38,,,,,,
3871,06/06/2025 06:30:00,19.26,13.58,,,,,,
3872,06/06/2025 06:35:00,19.26,14.38,,,,,,
3873,06/06/2025 06:40:00,19.26,14.38,,,,,,
3874,06/06/2025 06:45:00,19.26,14.38,,,,,,
3875,06/06/2025 06:50:00,19.26,14.38,,,,,,
3876,06/06/2025 06:55:00,19.26,14.38,,,,,,
3877,06/06/2025 07:00:00,19.26,14.38,,,,,,
3878,06/06/2025 07:05:00,19.22,14.38,,,,,,
3879,06/06/2025 07:10:00,19.26,14.38,,,,,,
3880,06/06/2025 07:15:00,19.22,14.38,,,,,,
3881,06/06/2025 07:20:00,19.26,14.38,,,,,,
3882,06/06/2025 07:25:00,19.22,14.17,,,,,,
3883,06/06/2025 07:30:00,19.22,14.38,,,,,,
3884,06/06/2025 07:35:00,19.22,14.38,,,,,,
3885,06/06/2025 07:40:00,19.26,14.38,,,,,,
3886,06/06/2025 07:45:00,19.22,14.38,,,,,,
3887,06/06/2025 07:50:00,19.26,14.38,,,,,,
3888,06/06/2025 07:55:00,19.22,14.38,,,,,,
3889,06/06/2025 08:00:00,19.22,14.38,,,,,,
3890,06/06/2025 08:05:00,19.17,14.38,,,,,,
3891,06/06/2025 08:10:00,19.22,14.38,,,,,,
3892,06/06/2025 08:15:00,19.17,14.38,,,,,,
3893,06/06/2025 08:20:00,19.22,14.38,,,,,,
3894,06/06/2025 08:25:00,19.26,14.38,,,,,,
3895,06/06/2025 08:30:00,19.17,14.38,,,,,,
3896,06/06/2025 08:35:00,19.26,14.38,,,,,,
3897,06/06/2025 08:40:00,19.22,14.38,,,,,,
3898,06/06/2025 08:45:00,19.22,14.38,,,,,,
3899,06/06/2025 08:50:00,19.17,14.38,,,,,,
3900,06/06/2025 08:55:00,19.17,14.38,,,,,,
3901,06/06/2025 09:00:00,19.22,14.38,,,,,,
3902,06/06/2025 09:05:00,19.26,14.79,,,,,,
3903,06/06/2025 09:10:00,19.22,14.38,,,,,,
3904,06/06/2025 09:15:00,19.22,14.38,,,,,,
3905,06/06/2025 09:20:00,19.17,14.38,,,,,,
3906,06/06/2025 09:25:00,19.17,14.38,,,,,,
3907,06/06/2025 09:30:00,19.17,13.97,,,,,,
3908,06/06/2025 09:35:00,19.22,14.38,,,,,,
3909,06/06/2025 09:40:00,19.22,14.38,,,,,,
3910,06/06/2025 09:45:00,19.13,14.38,,,,,,
3911,06/06/2025 09:50:00,19.17,14.38,,,,,,
3912,06/06/2025 09:55:00,19.17,14.38,,,,,,
3913,06/06/2025 10:00:00,19.22,14.38,,,,,,
3914,06/06/2025 10:05:00,19.22,14.38,,,,,,
3915,06/06/2025 10:10:00,19.17,14.38,,,,,,
3916,06/06/2025 10:15:00,19.17,14.38,,,,,,
3917,06/06/2025 10:20:00,19.17,14.38,,,,,,
3918,06/06/2025 10:25:00,19.17,14.38,,,,,,
3919,06/06/2025 10:30:00,19.22,14.38,,,,,,
3920,06/06/2025 10:35:00,19.17,14.38,,,,,,
3921,06/06/2025 10:40:00,19.13,14.38,,,,,,
3922,06/06/2025 10:45:00,19.17,14.38,,,,,,
3923,06/06/2025 10:50:00,19.17,14.38,,,,,,
3924,06/06/2025 10:55:00,19.13,14.38,,,,,,
3925,06/06/2025 11:00:00,19.17,14.38,,,,,,
3926,06/06/2025 11:05:00,19.17,14.38,,,,,,
3927,06/06/2025 11:10:00,19.13,14.38,,,,,,
3928,06/06/2025 11:15:00,19.13,14.38,,,,,,
3929,06/06/2025 11:20:00,19.13,14.38,,,,,,
3930,06/06/2025 11:25:00,19.17,14.58,,,,,,
3931,06/06/2025 11:30:00,19.17,14.58,,,,,,
3932,06/06/2025 11:35:00,19.17,14.58,,,,,,
3933,06/06/2025 11:40:00,19.17,14.58,,,,,,
3934,06/06/2025 11:45:00,19.13,14.58,,,,,,
3935,06/06/2025 11:50:00,19.13,14.58,,,,,,
3936,06/06/2025 11:55:00,19.13,14.58,,,,,,
3937,06/06/2025 12:00:00,19.17,14.38,,,,,,
3938,06/06/2025 12:05:00,19.17,14.38,,,,,,
3939,06/06/2025 12:10:00,19.17,14.38,,,,,,
3940,06/06/2025 12:15:00,19.13,14.38,,,,,,
3941,06/06/2025 12:20:00,19.13,14.38,,,,,,
3942,06/06/2025 12:25:00,19.13,16.64,,,,,,
3943,06/06/2025 12:30:00,19.13,16.43,,,,,,
3944,06/06/2025 12:35:00,19.13,16.43,,,,,,
3945,06/06/2025 12:40:00,19.13,16.43,,,,,,
3946,06/06/2025 12:45:00,19.09,16.64,,,,,,
3947,06/06/2025 12:50:00,19.09,16.64,,,,,,
3948,06/06/2025 12:55:00,19.13,16.25,,,,,,
3949,06/06/2025 13:00:00,19.13,17.05,,,,,,
3950,06/06/2025 13:05:00,19.09,27.17,,,,,,
3951,06/06/2025 13:10:00,19.13,25.98,,,,,,
3952,06/06/2025 13:15:00,19.09,44.88,,,,,,
3953,06/06/2025 13:20:00,19.13,46.94,,,,,,
3954,06/06/2025 13:25:00,19.13,46.52,,,,,,
3955,06/06/2025 13:30:00,19.13,46.52,,,,,,
3956,06/06/2025 13:35:00,19.13,120.36,,,,,,
3957,06/06/2025 13:40:00,20.12,372.96,,,,,,
3958,06/06/2025 13:45:00,20.20,30.45,,,,,,
3959,06/06/2025 13:50:00,20.29,30.09,,,,,,
3960,06/06/2025 13:55:00,20.25,28.81,,,,,,
3961,06/06/2025 14:00:00,20.20,30.04,,,,,,
3962,06/06/2025 14:05:00,20.12,32.15,,,,,,
3963,06/06/2025 14:10:00,20.12,30.45,,,,,,
3964,06/06/2025 14:15:00,20.12,30.45,,,,,,
3965,06/06/2025 14:20:00,20.16,30.09,,,,,,
3966,06/06/2025 14:25:00,20.12,31.74,,,,,,
3967,06/06/2025 14:30:00,20.20,28.40,,,,,,
3968,06/06/2025 14:35:00,20.29,27.99,,,,,,
3969,06/06/2025 14:40:00,20.42,30.86,,,,,,
3970,06/06/2025 14:45:00,20.46,29.63,,,,,,
3971,06/06/2025 14:50:00,20.42,31.69,,,,,,
3972,06/06/2025 14:55:00,20.46,30.92,,,,,,
3973,06/06/2025 15:00:00,20.46,48.64,,,,,,
3974,06/06/2025 15:05:00,20.50,30.92,,,,,,
3975,06/06/2025 15:10:00,20.59,30.92,,,,,,
3976,06/06/2025 15:15:00,20.59,30.92,,,,,,
3977,06/06/2025 15:20:00,20.59,30.92,,,,,,
3978,06/06/2025 15:25:00,20.68,31.27,,,,,,
3979,06/06/2025 15:30:00,20.76,31.27,,,,,,
3980,06/06/2025 15:35:00,20.80,30.86,,,,,,
3981,06/06/2025 15:40:00,20.76,29.63,,,,,,
3982,06/06/2025 15:45:00,20.80,29.63,,,,,,
3983,06/06/2025 15:50:00,20.76,33.79,,,,,,
3984,06/06/2025 15:55:00,20.80,35.85,,,,,,
3985,06/06/2025 16:00:00,20.76,51.10,,,,,,
3986,06/06/2025 16:05:00,20.76,49.04,,,,,,
3987,06/06/2025 16:10:00,20.85,35.02,,,,,,
3988,06/06/2025 16:15:00,20.85,30.45,,,,,,
3989,06/06/2025 16:20:00,20.98,28.40,,,,,,
3990,06/06/2025 16:21:14,,,,Logged,Logged,,,
3991,06/06/2025 16:21:18,,,,,,Logged,,
3992,06/06/2025 16:21:30,,,,,,,Logged,Logged
