Pump Start Time,Pump Stop Time,Idle Voltage (V),Idle Current (mA),Loaded Voltage (V),Loaded Current (mA),PCB Temp (*C)
2025-05-22T22:30:00,2025-05-22T22:30:30,12.77,1,13.08,3,21.5
2025-05-23T04:30:00,2025-05-23T04:30:30,12.76,1,13.07,3,21.5
2025-05-23T10:30:00,2025-05-23T10:30:30,12.75,1,13.05,3,15
2025-05-23T16:30:00,2025-05-23T16:30:30,12.73,1,12.14,3307,15
2025-05-23T22:30:00,2025-05-23T22:30:30,12.73,1,12.14,3296,15.25
2025-05-24T04:30:00,2025-05-24T04:30:30,12.73,1,12.14,3375,15.25
2025-05-24T10:30:00,2025-05-24T10:30:30,12.72,1,12.13,3278,15.25
2025-05-24T16:30:00,2025-05-24T16:30:30,12.71,1,12.13,3268,15
2025-05-24T22:30:00,2025-05-24T22:30:30,12.71,1,12.13,3271,15.25
2025-05-25T04:30:00,2025-05-25T04:30:30,12.7,1,12.12,3322,15
2025-05-25T10:30:00,2025-05-25T10:30:30,12.69,1,12.12,3323,15.25
2025-05-25T16:30:00,2025-05-25T16:30:30,12.68,1,12.11,3306,15
2025-05-25T22:30:00,2025-05-25T22:30:30,12.67,1,12.11,3284,15.5
2025-05-26T04:30:00,2025-05-26T04:30:30,12.67,1,12.1,3270,15
2025-05-26T10:30:00,2025-05-26T10:30:30,12.66,1,12.09,3295,15.5
2025-05-26T16:30:00,2025-05-26T16:30:30,12.65,1,12.08,3380,15
2025-05-26T22:30:00,2025-05-26T22:30:30,12.64,1,12.08,3331,15.75
2025-05-27T04:30:00,2025-05-27T04:30:30,12.63,1,12.08,3279,15.75
2025-05-27T10:30:00,2025-05-27T10:30:30,12.62,1,12.08,3347,15.75
2025-05-27T16:30:00,2025-05-27T16:30:30,12.61,1,12.07,3326,15.75
2025-05-27T22:30:00,2025-05-27T22:30:30,12.61,1,12.07,3317,16
2025-05-28T04:30:00,2025-05-28T04:30:30,12.6,1,12.06,3261,16
2025-05-28T10:30:00,2025-05-28T10:30:30,12.59,1,12.06,3265,16
2025-05-28T16:30:00,2025-05-28T16:30:30,12.58,1,12.04,3264,15.75
2025-05-28T22:30:00,2025-05-28T22:30:30,12.57,1,12.04,3275,16
2025-05-29T04:30:00,2025-05-29T04:30:30,12.56,1,12.03,3215,15.75
2025-05-29T10:30:00,2025-05-29T10:30:30,12.55,1,12.02,3244,16
2025-05-29T16:30:00,2025-05-29T16:30:30,12.54,1,12.02,3269,16
2025-05-29T22:30:00,2025-05-29T22:30:30,12.53,1,12.01,3284,16
2025-05-30T04:30:00,2025-05-30T04:30:30,12.52,1,12,3224,16
2025-05-30T10:30:00,2025-05-30T10:30:30,12.51,1,11.99,3201,16
2025-05-30T16:30:00,2025-05-30T16:30:30,12.5,1,11.99,3216,16
2025-05-30T22:30:00,2025-05-30T22:30:30,12.49,0,11.98,3213,16.25
2025-05-31T04:30:00,2025-05-31T04:30:30,12.49,0,11.98,3217,16
2025-05-31T10:30:00,2025-05-31T10:30:30,12.48,0,11.98,3294,16.25
2025-05-31T16:30:00,2025-05-31T16:30:30,12.47,0,11.96,3242,16
2025-05-31T22:30:00,2025-05-31T22:30:30,12.45,0,11.94,3238,16
2025-06-01T04:30:00,2025-06-01T04:30:30,12.45,0,11.94,3261,16
2025-06-01T10:30:00,2025-06-01T10:30:30,12.43,0,11.93,3247,15.75
2025-06-01T16:30:00,2025-06-01T16:30:30,12.43,0,11.92,3234,16
2025-06-01T22:30:00,2025-06-01T22:30:30,12.41,0,11.91,3255,15.75
2025-06-02T04:30:00,2025-06-02T04:30:30,12.41,0,11.91,3176,16
2025-06-02T10:30:00,2025-06-02T10:30:30,12.4,0,11.89,3199,15.5
2025-06-02T16:30:00,2025-06-02T16:30:30,12.39,0,11.89,3171,16
2025-06-02T22:30:00,2025-06-02T22:30:30,12.38,0,11.88,3198,16
2025-06-03T04:30:00,2025-06-03T04:30:30,12.37,0,11.88,3251,16
2025-06-03T10:30:00,2025-06-03T10:30:30,12.36,0,11.87,3183,16
2025-06-03T16:30:00,2025-06-03T16:30:30,12.35,0,11.86,3193,16
2025-06-03T22:30:00,2025-06-03T22:30:30,12.34,0,11.86,3242,16
2025-06-04T04:30:00,2025-06-04T04:30:30,12.33,0,11.87,3214,16.75
2025-06-04T10:30:00,2025-06-04T10:30:30,12.32,0,11.84,3144,16
2025-06-04T16:30:00,2025-06-04T16:30:30,12.31,0,11.84,3195,16.25
2025-06-04T22:30:00,2025-06-04T22:30:30,12.31,0,11.83,3132,16.75
2025-06-05T04:30:00,2025-06-05T04:30:30,12.3,0,11.83,3151,17
2025-06-05T10:30:00,2025-06-05T10:30:30,12.29,0,11.82,3176,16.5
2025-06-05T16:30:00,2025-06-05T16:30:30,12.3,0,12.61,1,24.5
2025-06-05T22:30:00,2025-06-05T22:30:30,12.3,0,12.61,1,21.75
2025-06-06T04:30:00,2025-06-06T04:30:30,12.29,0,12.61,1,21
2025-06-06T10:30:00,2025-06-06T10:30:30,12.29,0,12.6,1,21
2025-06-06T16:30:00,2025-06-06T16:30:30,12.29,0,12.6,1,21.75
Logging halted by user,,,,,,
