#,Date-Time (UTC Standard Time),Temperature   (°C),Light   (lux),Button Down,Started,Button Up,Host Connected,Stopped,End of File
1662,05/29/2025 14:20:00,13.81,0.00,,,,,,
1663,05/29/2025 14:25:00,13.81,0.00,,,,,,
1664,05/29/2025 14:30:00,13.81,0.00,,,,,,
1665,05/29/2025 14:35:00,13.85,0.00,,,,,,
1666,05/29/2025 14:40:00,13.81,0.00,,,,,,
1667,05/29/2025 14:45:00,13.77,0.00,,,,,,
1668,05/29/2025 14:50:00,13.77,0.00,,,,,,
1669,05/29/2025 14:55:00,13.77,0.00,,,,,,
1670,05/29/2025 15:00:00,13.77,0.00,,,,,,
1671,05/29/2025 15:05:00,13.77,0.00,,,,,,
1672,05/29/2025 15:10:00,13.77,0.00,,,,,,
1673,05/29/2025 15:15:00,13.77,0.00,,,,,,
1674,05/29/2025 15:20:00,13.81,0.00,,,,,,
1675,05/29/2025 15:25:00,13.81,0.00,,,,,,
1676,05/29/2025 15:30:00,13.81,0.00,,,,,,
1677,05/29/2025 15:35:00,13.81,0.00,,,,,,
1678,05/29/2025 15:40:00,13.81,0.00,,,,,,
1679,05/29/2025 15:45:00,13.81,0.00,,,,,,
1680,05/29/2025 15:50:00,13.77,0.00,,,,,,
1681,05/29/2025 15:55:00,13.81,0.00,,,,,,
1682,05/29/2025 16:00:00,13.81,0.00,,,,,,
1683,05/29/2025 16:05:00,13.85,0.00,,,,,,
1684,05/29/2025 16:10:00,13.81,0.00,,,,,,
1685,05/29/2025 16:15:00,13.85,0.00,,,,,,
1686,05/29/2025 16:20:00,13.81,0.00,,,,,,
1687,05/29/2025 16:25:00,13.81,0.00,,,,,,
1688,05/29/2025 16:30:00,13.85,0.00,,,,,,
1689,05/29/2025 16:35:00,13.85,0.00,,,,,,
1690,05/29/2025 16:40:00,13.81,0.00,,,,,,
1691,05/29/2025 16:45:00,13.81,0.20,,,,,,
1692,05/29/2025 16:50:00,13.85,0.00,,,,,,
1693,05/29/2025 16:55:00,13.81,0.00,,,,,,
1694,05/29/2025 17:00:00,13.85,0.00,,,,,,
1695,05/29/2025 17:05:00,13.85,0.00,,,,,,
1696,05/29/2025 17:10:00,13.81,0.00,,,,,,
1697,05/29/2025 17:15:00,13.81,0.00,,,,,,
1698,05/29/2025 17:20:00,13.85,0.00,,,,,,
1699,05/29/2025 17:25:00,13.85,0.00,,,,,,
1700,05/29/2025 17:30:00,13.85,0.00,,,,,,
1701,05/29/2025 17:35:00,13.90,0.00,,,,,,
1702,05/29/2025 17:40:00,13.94,0.00,,,,,,
1703,05/29/2025 17:45:00,13.94,0.00,,,,,,
1704,05/29/2025 17:50:00,13.98,0.00,,,,,,
1705,05/29/2025 17:55:00,13.94,0.00,,,,,,
1706,05/29/2025 18:00:00,13.90,0.00,,,,,,
1707,05/29/2025 18:05:00,13.94,0.00,,,,,,
1708,05/29/2025 18:10:00,13.90,0.00,,,,,,
1709,05/29/2025 18:15:00,13.94,0.00,,,,,,
1710,05/29/2025 18:20:00,13.94,0.00,,,,,,
1711,05/29/2025 18:25:00,13.98,0.00,,,,,,
1712,05/29/2025 18:30:00,13.98,0.00,,,,,,
1713,05/29/2025 18:35:00,13.98,0.00,,,,,,
1714,05/29/2025 18:40:00,14.07,0.00,,,,,,
1715,05/29/2025 18:45:00,14.07,0.00,,,,,,
1716,05/29/2025 18:50:00,14.07,0.00,,,,,,
1717,05/29/2025 18:55:00,13.98,0.00,,,,,,
1718,05/29/2025 19:00:00,14.03,0.00,,,,,,
1719,05/29/2025 19:05:00,13.98,0.00,,,,,,
1720,05/29/2025 19:10:00,14.03,0.00,,,,,,
1721,05/29/2025 19:15:00,14.03,0.00,,,,,,
1722,05/29/2025 19:20:00,14.03,0.00,,,,,,
1723,05/29/2025 19:25:00,14.03,0.00,,,,,,
1724,05/29/2025 19:30:00,14.03,0.00,,,,,,
1725,05/29/2025 19:35:00,14.07,0.00,,,,,,
1726,05/29/2025 19:40:00,13.98,0.00,,,,,,
1727,05/29/2025 19:45:00,14.03,0.00,,,,,,
1728,05/29/2025 19:50:00,14.03,0.00,,,,,,
1729,05/29/2025 19:55:00,13.98,0.00,,,,,,
1730,05/29/2025 20:00:00,13.98,0.00,,,,,,
1731,05/29/2025 20:05:00,13.94,0.00,,,,,,
1732,05/29/2025 20:10:00,14.03,0.00,,,,,,
1733,05/29/2025 20:15:00,13.98,0.00,,,,,,
1734,05/29/2025 20:20:00,13.98,0.00,,,,,,
1735,05/29/2025 20:25:00,13.98,0.00,,,,,,
1736,05/29/2025 20:30:00,14.03,0.00,,,,,,
1737,05/29/2025 20:35:00,14.03,0.00,,,,,,
1738,05/29/2025 20:40:00,13.98,0.20,,,,,,
1739,05/29/2025 20:45:00,13.98,0.00,,,,,,
1740,05/29/2025 20:50:00,14.03,0.00,,,,,,
1741,05/29/2025 20:55:00,13.98,0.00,,,,,,
1742,05/29/2025 21:00:00,14.07,0.00,,,,,,
1743,05/29/2025 21:05:00,14.07,0.00,,,,,,
1744,05/29/2025 21:10:00,14.07,0.00,,,,,,
1745,05/29/2025 21:15:00,14.03,0.00,,,,,,
1746,05/29/2025 21:20:00,14.07,0.00,,,,,,
1747,05/29/2025 21:25:00,14.07,0.00,,,,,,
1748,05/29/2025 21:30:00,14.07,0.00,,,,,,
1749,05/29/2025 21:35:00,14.03,0.00,,,,,,
1750,05/29/2025 21:40:00,14.07,0.00,,,,,,
1751,05/29/2025 21:45:00,14.11,0.00,,,,,,
1752,05/29/2025 21:50:00,14.20,0.00,,,,,,
1753,05/29/2025 21:55:00,14.11,0.00,,,,,,
1754,05/29/2025 22:00:00,14.11,0.00,,,,,,
1755,05/29/2025 22:05:00,14.07,0.00,,,,,,
1756,05/29/2025 22:10:00,14.07,0.00,,,,,,
1757,05/29/2025 22:15:00,14.07,0.00,,,,,,
1758,05/29/2025 22:20:00,14.03,0.00,,,,,,
1759,05/29/2025 22:25:00,13.98,0.00,,,,,,
1760,05/29/2025 22:30:00,13.98,0.00,,,,,,
1761,05/29/2025 22:35:00,13.94,0.00,,,,,,
1762,05/29/2025 22:40:00,13.98,0.00,,,,,,
1763,05/29/2025 22:45:00,13.94,0.00,,,,,,
1764,05/29/2025 22:50:00,13.94,0.00,,,,,,
1765,05/29/2025 22:55:00,13.94,0.00,,,,,,
1766,05/29/2025 23:00:00,13.98,0.00,,,,,,
1767,05/29/2025 23:05:00,13.94,0.00,,,,,,
1768,05/29/2025 23:10:00,13.98,0.00,,,,,,
1769,05/29/2025 23:15:00,13.94,0.00,,,,,,
1770,05/29/2025 23:20:00,13.98,0.00,,,,,,
1771,05/29/2025 23:25:00,13.90,0.00,,,,,,
1772,05/29/2025 23:30:00,13.90,0.00,,,,,,
1773,05/29/2025 23:35:00,13.90,0.00,,,,,,
1774,05/29/2025 23:40:00,13.94,0.00,,,,,,
1775,05/29/2025 23:45:00,13.94,0.00,,,,,,
1776,05/29/2025 23:50:00,13.94,0.00,,,,,,
1777,05/29/2025 23:55:00,13.94,0.00,,,,,,
1778,05/30/2025 00:00:00,13.94,0.00,,,,,,
1779,05/30/2025 00:05:00,13.94,0.00,,,,,,
1780,05/30/2025 00:10:00,13.90,0.00,,,,,,
1781,05/30/2025 00:15:00,13.90,0.00,,,,,,
1782,05/30/2025 00:20:00,13.90,0.00,,,,,,
1783,05/30/2025 00:25:00,13.90,0.00,,,,,,
1784,05/30/2025 00:30:00,13.94,0.00,,,,,,
1785,05/30/2025 00:35:00,13.90,0.20,,,,,,
1786,05/30/2025 00:40:00,13.90,0.00,,,,,,
1787,05/30/2025 00:45:00,13.90,0.00,,,,,,
1788,05/30/2025 00:50:00,13.90,0.00,,,,,,
1789,05/30/2025 00:55:00,13.90,0.00,,,,,,
1790,05/30/2025 01:00:00,13.90,0.00,,,,,,
1791,05/30/2025 01:05:00,13.94,0.00,,,,,,
1792,05/30/2025 01:10:00,13.85,0.00,,,,,,
1793,05/30/2025 01:15:00,13.94,0.00,,,,,,
1794,05/30/2025 01:20:00,13.90,0.00,,,,,,
1795,05/30/2025 01:25:00,13.90,0.00,,,,,,
1796,05/30/2025 01:30:00,13.90,0.00,,,,,,
1797,05/30/2025 01:35:00,13.94,0.00,,,,,,
1798,05/30/2025 01:40:00,13.90,0.00,,,,,,
1799,05/30/2025 01:45:00,13.94,0.00,,,,,,
1800,05/30/2025 01:50:00,13.90,0.00,,,,,,
1801,05/30/2025 01:55:00,13.90,0.00,,,,,,
1802,05/30/2025 02:00:00,13.90,0.00,,,,,,
1803,05/30/2025 02:05:00,13.90,0.00,,,,,,
1804,05/30/2025 02:10:00,13.94,0.00,,,,,,
1805,05/30/2025 02:15:00,13.90,0.00,,,,,,
1806,05/30/2025 02:20:00,13.94,0.00,,,,,,
1807,05/30/2025 02:25:00,13.98,0.00,,,,,,
1808,05/30/2025 02:30:00,13.98,0.00,,,,,,
1809,05/30/2025 02:35:00,13.94,0.00,,,,,,
1810,05/30/2025 02:40:00,14.03,0.00,,,,,,
1811,05/30/2025 02:45:00,14.03,0.00,,,,,,
1812,05/30/2025 02:50:00,14.11,0.00,,,,,,
1813,05/30/2025 02:55:00,14.07,0.00,,,,,,
1814,05/30/2025 03:00:00,14.11,0.00,,,,,,
1815,05/30/2025 03:05:00,14.11,0.00,,,,,,
1816,05/30/2025 03:10:00,14.03,0.00,,,,,,
1817,05/30/2025 03:15:00,13.98,0.00,,,,,,
1818,05/30/2025 03:20:00,13.98,0.00,,,,,,
1819,05/30/2025 03:25:00,13.94,0.00,,,,,,
1820,05/30/2025 03:30:00,14.03,0.00,,,,,,
1821,05/30/2025 03:35:00,13.98,0.00,,,,,,
1822,05/30/2025 03:40:00,14.03,0.00,,,,,,
1823,05/30/2025 03:45:00,13.98,0.00,,,,,,
1824,05/30/2025 03:50:00,14.03,0.00,,,,,,
1825,05/30/2025 03:55:00,14.03,0.00,,,,,,
1826,05/30/2025 04:00:00,14.07,0.00,,,,,,
1827,05/30/2025 04:05:00,14.07,0.00,,,,,,
1828,05/30/2025 04:10:00,14.07,0.00,,,,,,
1829,05/30/2025 04:15:00,14.11,0.00,,,,,,
1830,05/30/2025 04:20:00,14.11,0.00,,,,,,
1831,05/30/2025 04:25:00,14.15,0.00,,,,,,
1832,05/30/2025 04:30:00,14.20,0.20,,,,,,
1833,05/30/2025 04:35:00,14.20,0.00,,,,,,
1834,05/30/2025 04:40:00,14.20,0.00,,,,,,
1835,05/30/2025 04:45:00,14.20,0.00,,,,,,
1836,05/30/2025 04:50:00,14.15,0.00,,,,,,
1837,05/30/2025 04:55:00,14.24,0.00,,,,,,
1838,05/30/2025 05:00:00,14.20,0.00,,,,,,
1839,05/30/2025 05:05:00,14.28,0.00,,,,,,
1840,05/30/2025 05:10:00,14.33,0.00,,,,,,
1841,05/30/2025 05:15:00,14.33,0.00,,,,,,
1842,05/30/2025 05:20:00,14.28,0.00,,,,,,
1843,05/30/2025 05:25:00,14.24,0.00,,,,,,
1844,05/30/2025 05:30:00,14.20,0.00,,,,,,
1845,05/30/2025 05:35:00,14.20,0.00,,,,,,
1846,05/30/2025 05:40:00,14.20,0.00,,,,,,
1847,05/30/2025 05:45:00,14.24,0.00,,,,,,
1848,05/30/2025 05:50:00,14.20,0.00,,,,,,
1849,05/30/2025 05:55:00,14.15,0.00,,,,,,
1850,05/30/2025 06:00:00,14.11,0.00,,,,,,
1851,05/30/2025 06:05:00,14.15,0.00,,,,,,
1852,05/30/2025 06:10:00,14.11,0.00,,,,,,
1853,05/30/2025 06:15:00,14.15,0.00,,,,,,
1854,05/30/2025 06:20:00,14.11,0.00,,,,,,
1855,05/30/2025 06:25:00,14.07,0.00,,,,,,
1856,05/30/2025 06:30:00,14.07,0.00,,,,,,
1857,05/30/2025 06:35:00,14.03,0.00,,,,,,
1858,05/30/2025 06:40:00,14.07,0.00,,,,,,
1859,05/30/2025 06:45:00,14.11,0.00,,,,,,
1860,05/30/2025 06:50:00,14.03,0.00,,,,,,
1861,05/30/2025 06:55:00,14.07,0.00,,,,,,
1862,05/30/2025 07:00:00,14.03,0.00,,,,,,
1863,05/30/2025 07:05:00,14.07,0.00,,,,,,
1864,05/30/2025 07:10:00,14.07,0.00,,,,,,
1865,05/30/2025 07:15:00,14.07,0.00,,,,,,
1866,05/30/2025 07:20:00,14.11,0.00,,,,,,
1867,05/30/2025 07:25:00,14.07,0.00,,,,,,
1868,05/30/2025 07:30:00,14.07,0.00,,,,,,
1869,05/30/2025 07:35:00,14.11,0.00,,,,,,
1870,05/30/2025 07:40:00,14.07,0.00,,,,,,
1871,05/30/2025 07:45:00,14.07,0.00,,,,,,
1872,05/30/2025 07:50:00,14.07,0.00,,,,,,
1873,05/30/2025 07:55:00,14.07,0.00,,,,,,
1874,05/30/2025 08:00:00,14.07,0.00,,,,,,
1875,05/30/2025 08:05:00,14.11,0.00,,,,,,
1876,05/30/2025 08:10:00,14.11,0.00,,,,,,
1877,05/30/2025 08:15:00,14.11,0.00,,,,,,
1878,05/30/2025 08:20:00,14.11,0.00,,,,,,
1879,05/30/2025 08:25:00,14.11,0.20,,,,,,
1880,05/30/2025 08:30:00,14.11,0.00,,,,,,
1881,05/30/2025 08:35:00,14.07,0.00,,,,,,
1882,05/30/2025 08:40:00,14.11,0.00,,,,,,
1883,05/30/2025 08:45:00,14.11,0.00,,,,,,
1884,05/30/2025 08:50:00,14.15,0.00,,,,,,
1885,05/30/2025 08:55:00,14.15,0.00,,,,,,
1886,05/30/2025 09:00:00,14.07,0.00,,,,,,
1887,05/30/2025 09:05:00,14.07,0.00,,,,,,
1888,05/30/2025 09:10:00,14.07,0.00,,,,,,
1889,05/30/2025 09:15:00,14.03,0.00,,,,,,
1890,05/30/2025 09:20:00,13.98,0.00,,,,,,
1891,05/30/2025 09:25:00,13.98,0.00,,,,,,
1892,05/30/2025 09:30:00,13.98,0.00,,,,,,
1893,05/30/2025 09:35:00,13.98,0.00,,,,,,
1894,05/30/2025 09:40:00,13.98,0.00,,,,,,
1895,05/30/2025 09:45:00,13.98,0.00,,,,,,
1896,05/30/2025 09:50:00,13.94,0.00,,,,,,
1897,05/30/2025 09:55:00,13.98,0.00,,,,,,
1898,05/30/2025 10:00:00,13.98,0.00,,,,,,
1899,05/30/2025 10:05:00,13.98,0.00,,,,,,
1900,05/30/2025 10:10:00,13.94,0.00,,,,,,
1901,05/30/2025 10:15:00,13.94,0.00,,,,,,
1902,05/30/2025 10:20:00,13.94,0.00,,,,,,
1903,05/30/2025 10:25:00,13.98,0.00,,,,,,
1904,05/30/2025 10:30:00,14.03,0.00,,,,,,
1905,05/30/2025 10:35:00,14.03,0.00,,,,,,
1906,05/30/2025 10:40:00,13.98,0.00,,,,,,
1907,05/30/2025 10:45:00,14.03,0.00,,,,,,
1908,05/30/2025 10:50:00,14.03,0.00,,,,,,
1909,05/30/2025 10:55:00,13.98,0.00,,,,,,
1910,05/30/2025 11:00:00,14.03,0.00,,,,,,
1911,05/30/2025 11:05:00,14.03,0.00,,,,,,
1912,05/30/2025 11:10:00,14.03,0.00,,,,,,
1913,05/30/2025 11:15:00,14.03,0.00,,,,,,
1914,05/30/2025 11:20:00,13.98,0.00,,,,,,
1915,05/30/2025 11:25:00,14.03,0.00,,,,,,
1916,05/30/2025 11:30:00,14.03,0.00,,,,,,
1917,05/30/2025 11:35:00,14.03,0.00,,,,,,
1918,05/30/2025 11:40:00,13.98,0.00,,,,,,
1919,05/30/2025 11:45:00,14.03,0.00,,,,,,
1920,05/30/2025 11:50:00,14.03,0.00,,,,,,
1921,05/30/2025 11:55:00,14.03,0.00,,,,,,
1922,05/30/2025 12:00:00,14.03,0.00,,,,,,
1923,05/30/2025 12:05:00,14.03,0.00,,,,,,
1924,05/30/2025 12:10:00,14.03,0.00,,,,,,
1925,05/30/2025 12:15:00,14.03,0.00,,,,,,
1926,05/30/2025 12:20:00,13.98,0.20,,,,,,
1927,05/30/2025 12:25:00,13.98,0.00,,,,,,
1928,05/30/2025 12:30:00,14.03,0.00,,,,,,
1929,05/30/2025 12:35:00,13.98,0.00,,,,,,
1930,05/30/2025 12:40:00,13.98,0.00,,,,,,
1931,05/30/2025 12:45:00,13.94,0.00,,,,,,
1932,05/30/2025 12:50:00,13.98,0.00,,,,,,
1933,05/30/2025 12:55:00,14.03,0.00,,,,,,
1934,05/30/2025 13:00:00,13.98,0.00,,,,,,
1935,05/30/2025 13:05:00,13.98,0.00,,,,,,
1936,05/30/2025 13:10:00,13.94,0.00,,,,,,
1937,05/30/2025 13:15:00,13.94,0.00,,,,,,
1938,05/30/2025 13:20:00,13.98,0.00,,,,,,
1939,05/30/2025 13:25:00,13.98,0.00,,,,,,
1940,05/30/2025 13:30:00,13.90,0.00,,,,,,
1941,05/30/2025 13:35:00,13.94,0.00,,,,,,
1942,05/30/2025 13:40:00,13.94,0.00,,,,,,
1943,05/30/2025 13:45:00,13.94,0.00,,,,,,
1944,05/30/2025 13:50:00,13.94,0.00,,,,,,
1945,05/30/2025 13:55:00,13.94,0.00,,,,,,
1946,05/30/2025 14:00:00,13.98,0.00,,,,,,
1947,05/30/2025 14:05:00,13.94,0.00,,,,,,
1948,05/30/2025 14:10:00,13.98,0.00,,,,,,
1949,05/30/2025 14:15:00,13.94,0.00,,,,,,
1950,05/30/2025 14:20:00,13.98,0.00,,,,,,
1951,05/30/2025 14:25:00,13.98,0.00,,,,,,
1952,05/30/2025 14:30:00,13.94,0.00,,,,,,
1953,05/30/2025 14:35:00,13.94,0.00,,,,,,
1954,05/30/2025 14:40:00,13.94,0.00,,,,,,
1955,05/30/2025 14:45:00,13.94,0.41,,,,,,
1956,05/30/2025 14:50:00,13.94,0.20,,,,,,
1957,05/30/2025 14:55:00,14.03,0.00,,,,,,
1958,05/30/2025 15:00:00,13.98,0.00,,,,,,
1959,05/30/2025 15:05:00,13.94,0.00,,,,,,
1960,05/30/2025 15:10:00,13.94,0.00,,,,,,
1961,05/30/2025 15:15:00,13.98,0.00,,,,,,
1962,05/30/2025 15:20:00,13.98,0.00,,,,,,
1963,05/30/2025 15:25:00,13.98,0.00,,,,,,
1964,05/30/2025 15:30:00,13.94,0.00,,,,,,
1965,05/30/2025 15:35:00,13.90,0.00,,,,,,
1966,05/30/2025 15:40:00,13.98,0.00,,,,,,
1967,05/30/2025 15:45:00,13.98,0.00,,,,,,
1968,05/30/2025 15:50:00,13.98,0.00,,,,,,
1969,05/30/2025 15:55:00,14.03,0.00,,,,,,
1970,05/30/2025 16:00:00,14.03,0.00,,,,,,
1971,05/30/2025 16:05:00,14.11,0.00,,,,,,
1972,05/30/2025 16:10:00,14.07,0.00,,,,,,
1973,05/30/2025 16:15:00,14.15,0.20,,,,,,
1974,05/30/2025 16:20:00,14.11,0.00,,,,,,
1975,05/30/2025 16:25:00,14.15,0.00,,,,,,
1976,05/30/2025 16:30:00,14.15,0.00,,,,,,
1977,05/30/2025 16:35:00,14.15,0.00,,,,,,
1978,05/30/2025 16:40:00,14.20,0.00,,,,,,
1979,05/30/2025 16:45:00,14.15,0.20,,,,,,
1980,05/30/2025 16:50:00,14.15,0.00,,,,,,
1981,05/30/2025 16:55:00,14.15,0.00,,,,,,
1982,05/30/2025 17:00:00,14.15,0.00,,,,,,
1983,05/30/2025 17:05:00,14.15,0.00,,,,,,
1984,05/30/2025 17:10:00,14.11,0.00,,,,,,
1985,05/30/2025 17:15:00,14.15,0.00,,,,,,
1986,05/30/2025 17:20:00,14.20,0.20,,,,,,
1987,05/30/2025 17:25:00,14.15,0.20,,,,,,
1988,05/30/2025 17:30:00,14.15,0.41,,,,,,
1989,05/30/2025 17:35:00,14.15,0.20,,,,,,
1990,05/30/2025 17:40:00,14.15,0.20,,,,,,
1991,05/30/2025 17:45:00,14.11,0.20,,,,,,
1992,05/30/2025 17:50:00,14.15,0.20,,,,,,
1993,05/30/2025 17:55:00,14.15,0.20,,,,,,
1994,05/30/2025 18:00:00,14.11,0.20,,,,,,
1995,05/30/2025 18:05:00,14.15,0.20,,,,,,
1996,05/30/2025 18:10:00,14.20,0.20,,,,,,
1997,05/30/2025 18:15:00,14.15,0.41,,,,,,
1998,05/30/2025 18:20:00,14.15,0.20,,,,,,
1999,05/30/2025 18:25:00,14.15,0.20,,,,,,
2000,05/30/2025 18:30:00,14.15,0.41,,,,,,
2001,05/30/2025 18:35:00,14.20,0.41,,,,,,
2002,05/30/2025 18:40:00,14.15,0.20,,,,,,
2003,05/30/2025 18:45:00,14.15,0.41,,,,,,
2004,05/30/2025 18:50:00,14.15,0.41,,,,,,
2005,05/30/2025 18:55:00,14.15,0.41,,,,,,
2006,05/30/2025 19:00:00,14.15,0.20,,,,,,
2007,05/30/2025 19:05:00,14.11,0.20,,,,,,
2008,05/30/2025 19:10:00,14.15,0.20,,,,,,
2009,05/30/2025 19:15:00,14.11,0.20,,,,,,
2010,05/30/2025 19:20:00,14.15,0.20,,,,,,
2011,05/30/2025 19:25:00,14.15,0.20,,,,,,
2012,05/30/2025 19:30:00,14.20,0.20,,,,,,
2013,05/30/2025 19:35:00,14.15,0.20,,,,,,
2014,05/30/2025 19:40:00,14.20,0.20,,,,,,
2015,05/30/2025 19:45:00,14.15,0.20,,,,,,
2016,05/30/2025 19:50:00,14.15,0.20,,,,,,
2017,05/30/2025 19:55:00,14.20,0.00,,,,,,
2018,05/30/2025 20:00:00,14.11,0.20,,,,,,
2019,05/30/2025 20:05:00,14.11,0.00,,,,,,
2020,05/30/2025 20:10:00,14.20,0.20,,,,,,
2021,05/30/2025 20:15:00,14.20,0.00,,,,,,
2022,05/30/2025 20:20:00,14.20,0.00,,,,,,
2023,05/30/2025 20:25:00,14.15,0.00,,,,,,
2024,05/30/2025 20:30:00,14.24,0.00,,,,,,
2025,05/30/2025 20:35:00,14.20,0.00,,,,,,
2026,05/30/2025 20:40:00,14.20,0.00,,,,,,
2027,05/30/2025 20:45:00,14.20,0.00,,,,,,
2028,05/30/2025 20:50:00,14.20,0.00,,,,,,
2029,05/30/2025 20:55:00,14.20,0.00,,,,,,
2030,05/30/2025 21:00:00,14.20,0.00,,,,,,
2031,05/30/2025 21:05:00,14.24,0.00,,,,,,
2032,05/30/2025 21:10:00,14.20,0.00,,,,,,
2033,05/30/2025 21:15:00,14.24,0.00,,,,,,
2034,05/30/2025 21:20:00,14.20,0.00,,,,,,
2035,05/30/2025 21:25:00,14.20,0.00,,,,,,
2036,05/30/2025 21:30:00,14.24,0.00,,,,,,
2037,05/30/2025 21:35:00,14.20,0.00,,,,,,
2038,05/30/2025 21:40:00,14.24,0.00,,,,,,
2039,05/30/2025 21:45:00,14.24,0.00,,,,,,
2040,05/30/2025 21:50:00,14.20,0.00,,,,,,
2041,05/30/2025 21:55:00,14.24,0.00,,,,,,
2042,05/30/2025 22:00:00,14.28,0.00,,,,,,
2043,05/30/2025 22:05:00,14.20,0.00,,,,,,
2044,05/30/2025 22:10:00,14.24,0.00,,,,,,
2045,05/30/2025 22:15:00,14.28,0.00,,,,,,
2046,05/30/2025 22:20:00,14.24,0.00,,,,,,
2047,05/30/2025 22:25:00,14.24,0.00,,,,,,
2048,05/30/2025 22:30:00,14.24,0.00,,,,,,
2049,05/30/2025 22:35:00,14.28,0.00,,,,,,
2050,05/30/2025 22:40:00,14.20,0.00,,,,,,
2051,05/30/2025 22:45:00,14.24,0.00,,,,,,
2052,05/30/2025 22:50:00,14.24,0.00,,,,,,
2053,05/30/2025 22:55:00,14.28,0.00,,,,,,
2054,05/30/2025 23:00:00,14.20,0.00,,,,,,
2055,05/30/2025 23:05:00,14.28,0.00,,,,,,
2056,05/30/2025 23:10:00,14.20,0.00,,,,,,
2057,05/30/2025 23:15:00,14.24,0.00,,,,,,
2058,05/30/2025 23:20:00,14.20,0.00,,,,,,
2059,05/30/2025 23:25:00,14.20,0.00,,,,,,
2060,05/30/2025 23:30:00,14.24,0.00,,,,,,
2061,05/30/2025 23:35:00,14.24,0.00,,,,,,
2062,05/30/2025 23:40:00,14.24,0.00,,,,,,
2063,05/30/2025 23:45:00,14.20,0.00,,,,,,
2064,05/30/2025 23:50:00,14.24,0.20,,,,,,
2065,05/30/2025 23:55:00,14.20,0.00,,,,,,
2066,05/31/2025 00:00:00,14.24,0.00,,,,,,
2067,05/31/2025 00:05:00,14.20,0.00,,,,,,
2068,05/31/2025 00:10:00,14.20,0.00,,,,,,
2069,05/31/2025 00:15:00,14.24,0.00,,,,,,
2070,05/31/2025 00:20:00,14.20,0.00,,,,,,
2071,05/31/2025 00:25:00,14.20,0.00,,,,,,
2072,05/31/2025 00:30:00,14.20,0.00,,,,,,
2073,05/31/2025 00:35:00,14.20,0.00,,,,,,
2074,05/31/2025 00:40:00,14.24,0.00,,,,,,
2075,05/31/2025 00:45:00,14.20,0.00,,,,,,
2076,05/31/2025 00:50:00,14.15,0.00,,,,,,
2077,05/31/2025 00:55:00,14.20,0.00,,,,,,
2078,05/31/2025 01:00:00,14.20,0.00,,,,,,
2079,05/31/2025 01:05:00,14.20,0.00,,,,,,
2080,05/31/2025 01:10:00,14.20,0.00,,,,,,
2081,05/31/2025 01:15:00,14.24,0.00,,,,,,
2082,05/31/2025 01:20:00,14.20,0.00,,,,,,
2083,05/31/2025 01:25:00,14.20,0.00,,,,,,
2084,05/31/2025 01:30:00,14.24,0.00,,,,,,
2085,05/31/2025 01:35:00,14.20,0.00,,,,,,
2086,05/31/2025 01:40:00,14.20,0.00,,,,,,
2087,05/31/2025 01:45:00,14.20,0.00,,,,,,
2088,05/31/2025 01:50:00,14.20,0.00,,,,,,
2089,05/31/2025 01:55:00,14.20,0.00,,,,,,
2090,05/31/2025 02:00:00,14.24,0.00,,,,,,
2091,05/31/2025 02:05:00,14.20,0.00,,,,,,
2092,05/31/2025 02:10:00,14.24,0.00,,,,,,
2093,05/31/2025 02:15:00,14.20,0.00,,,,,,
2094,05/31/2025 02:20:00,14.20,0.00,,,,,,
2095,05/31/2025 02:25:00,14.20,0.00,,,,,,
2096,05/31/2025 02:30:00,14.20,0.00,,,,,,
2097,05/31/2025 02:35:00,14.24,0.00,,,,,,
2098,05/31/2025 02:40:00,14.20,0.00,,,,,,
2099,05/31/2025 02:45:00,14.20,0.00,,,,,,
2100,05/31/2025 02:50:00,14.24,0.00,,,,,,
2101,05/31/2025 02:55:00,14.15,0.00,,,,,,
2102,05/31/2025 03:00:00,14.20,0.00,,,,,,
2103,05/31/2025 03:05:00,14.24,0.00,,,,,,
2104,05/31/2025 03:10:00,14.28,0.00,,,,,,
2105,05/31/2025 03:15:00,14.24,0.00,,,,,,
2106,05/31/2025 03:20:00,14.24,0.00,,,,,,
2107,05/31/2025 03:25:00,14.20,0.00,,,,,,
2108,05/31/2025 03:30:00,14.24,0.00,,,,,,
2109,05/31/2025 03:35:00,14.24,0.00,,,,,,
2110,05/31/2025 03:40:00,14.24,0.00,,,,,,
2111,05/31/2025 03:45:00,14.20,0.20,,,,,,
2112,05/31/2025 03:50:00,14.20,0.00,,,,,,
2113,05/31/2025 03:55:00,14.15,0.00,,,,,,
2114,05/31/2025 04:00:00,14.15,0.00,,,,,,
2115,05/31/2025 04:05:00,14.15,0.00,,,,,,
2116,05/31/2025 04:10:00,14.20,0.00,,,,,,
2117,05/31/2025 04:15:00,14.15,0.00,,,,,,
2118,05/31/2025 04:20:00,14.15,0.00,,,,,,
2119,05/31/2025 04:25:00,14.15,0.00,,,,,,
2120,05/31/2025 04:30:00,14.15,0.00,,,,,,
2121,05/31/2025 04:35:00,14.15,0.00,,,,,,
2122,05/31/2025 04:40:00,14.11,0.00,,,,,,
2123,05/31/2025 04:45:00,14.11,0.00,,,,,,
2124,05/31/2025 04:50:00,14.11,0.00,,,,,,
2125,05/31/2025 04:55:00,14.07,0.00,,,,,,
