#,Date-Time (UTC Standard Time),Temperature   (°C),Light   (lux),Button Down,Started,Button Up,Host Connected,Stopped,End of File
2126,05/31/2025 05:00:00,14.07,0.00,,,,,,
2127,05/31/2025 05:05:00,14.11,0.00,,,,,,
2128,05/31/2025 05:10:00,14.07,0.00,,,,,,
2129,05/31/2025 05:15:00,14.15,0.00,,,,,,
2130,05/31/2025 05:20:00,14.15,0.00,,,,,,
2131,05/31/2025 05:25:00,14.11,0.00,,,,,,
2132,05/31/2025 05:30:00,14.11,0.00,,,,,,
2133,05/31/2025 05:35:00,14.11,0.00,,,,,,
2134,05/31/2025 05:40:00,14.11,0.00,,,,,,
2135,05/31/2025 05:45:00,14.11,0.00,,,,,,
2136,05/31/2025 05:50:00,14.11,0.00,,,,,,
2137,05/31/2025 05:55:00,14.15,0.00,,,,,,
2138,05/31/2025 06:00:00,14.15,0.00,,,,,,
2139,05/31/2025 06:05:00,14.11,0.00,,,,,,
2140,05/31/2025 06:10:00,14.11,0.00,,,,,,
2141,05/31/2025 06:15:00,14.11,0.00,,,,,,
2142,05/31/2025 06:20:00,14.11,0.00,,,,,,
2143,05/31/2025 06:25:00,14.15,0.00,,,,,,
2144,05/31/2025 06:30:00,14.11,0.00,,,,,,
2145,05/31/2025 06:35:00,14.15,0.00,,,,,,
2146,05/31/2025 06:40:00,14.15,0.00,,,,,,
2147,05/31/2025 06:45:00,14.15,0.00,,,,,,
2148,05/31/2025 06:50:00,14.15,0.00,,,,,,
2149,05/31/2025 06:55:00,14.15,0.00,,,,,,
2150,05/31/2025 07:00:00,14.07,0.00,,,,,,
2151,05/31/2025 07:05:00,14.15,0.00,,,,,,
2152,05/31/2025 07:10:00,14.11,0.00,,,,,,
2153,05/31/2025 07:15:00,14.15,0.00,,,,,,
2154,05/31/2025 07:20:00,14.15,0.00,,,,,,
2155,05/31/2025 07:25:00,14.11,0.00,,,,,,
2156,05/31/2025 07:30:00,14.11,0.00,,,,,,
2157,05/31/2025 07:35:00,14.15,0.00,,,,,,
2158,05/31/2025 07:40:00,14.15,0.20,,,,,,
2159,05/31/2025 07:45:00,14.20,0.00,,,,,,
2160,05/31/2025 07:50:00,14.11,0.00,,,,,,
2161,05/31/2025 07:55:00,14.11,0.00,,,,,,
2162,05/31/2025 08:00:00,14.07,0.00,,,,,,
2163,05/31/2025 08:05:00,14.11,0.00,,,,,,
2164,05/31/2025 08:10:00,14.07,0.00,,,,,,
2165,05/31/2025 08:15:00,14.03,0.00,,,,,,
2166,05/31/2025 08:20:00,14.07,0.00,,,,,,
2167,05/31/2025 08:25:00,14.07,0.00,,,,,,
2168,05/31/2025 08:30:00,14.07,0.00,,,,,,
2169,05/31/2025 08:35:00,14.07,0.00,,,,,,
2170,05/31/2025 08:40:00,14.07,0.00,,,,,,
2171,05/31/2025 08:45:00,14.07,0.00,,,,,,
2172,05/31/2025 08:50:00,14.03,0.00,,,,,,
2173,05/31/2025 08:55:00,13.94,0.00,,,,,,
2174,05/31/2025 09:00:00,14.03,0.00,,,,,,
2175,05/31/2025 09:05:00,13.98,0.00,,,,,,
2176,05/31/2025 09:10:00,13.98,0.00,,,,,,
2177,05/31/2025 09:15:00,13.98,0.00,,,,,,
2178,05/31/2025 09:20:00,13.98,0.00,,,,,,
2179,05/31/2025 09:25:00,13.98,0.00,,,,,,
2180,05/31/2025 09:30:00,13.98,0.00,,,,,,
2181,05/31/2025 09:35:00,14.03,0.00,,,,,,
2182,05/31/2025 09:40:00,14.03,0.00,,,,,,
2183,05/31/2025 09:45:00,14.03,0.00,,,,,,
2184,05/31/2025 09:50:00,14.03,0.00,,,,,,
2185,05/31/2025 09:55:00,14.03,0.00,,,,,,
2186,05/31/2025 10:00:00,14.03,0.00,,,,,,
2187,05/31/2025 10:05:00,14.07,0.00,,,,,,
2188,05/31/2025 10:10:00,14.03,0.00,,,,,,
2189,05/31/2025 10:15:00,14.07,0.00,,,,,,
2190,05/31/2025 10:20:00,14.07,0.00,,,,,,
2191,05/31/2025 10:25:00,14.03,0.00,,,,,,
2192,05/31/2025 10:30:00,14.07,0.00,,,,,,
2193,05/31/2025 10:35:00,13.98,0.00,,,,,,
2194,05/31/2025 10:40:00,14.07,0.00,,,,,,
2195,05/31/2025 10:45:00,14.07,0.00,,,,,,
2196,05/31/2025 10:50:00,14.07,0.00,,,,,,
2197,05/31/2025 10:55:00,14.07,0.00,,,,,,
2198,05/31/2025 11:00:00,14.03,0.00,,,,,,
2199,05/31/2025 11:05:00,14.03,0.00,,,,,,
2200,05/31/2025 11:10:00,14.03,0.00,,,,,,
2201,05/31/2025 11:15:00,14.07,0.00,,,,,,
2202,05/31/2025 11:20:00,14.07,0.00,,,,,,
2203,05/31/2025 11:25:00,14.03,0.00,,,,,,
2204,05/31/2025 11:30:00,14.07,0.00,,,,,,
2205,05/31/2025 11:35:00,14.07,0.20,,,,,,
2206,05/31/2025 11:40:00,14.07,0.00,,,,,,
2207,05/31/2025 11:45:00,14.11,0.00,,,,,,
2208,05/31/2025 11:50:00,14.07,0.00,,,,,,
2209,05/31/2025 11:55:00,14.07,0.00,,,,,,
2210,05/31/2025 12:00:00,14.07,0.00,,,,,,
2211,05/31/2025 12:05:00,14.11,0.00,,,,,,
2212,05/31/2025 12:10:00,14.07,0.00,,,,,,
2213,05/31/2025 12:15:00,14.11,0.00,,,,,,
2214,05/31/2025 12:20:00,14.07,0.00,,,,,,
2215,05/31/2025 12:25:00,14.11,0.00,,,,,,
2216,05/31/2025 12:30:00,14.07,0.00,,,,,,
2217,05/31/2025 12:35:00,14.07,0.00,,,,,,
2218,05/31/2025 12:40:00,14.15,0.00,,,,,,
2219,05/31/2025 12:45:00,14.07,0.00,,,,,,
2220,05/31/2025 12:50:00,14.11,0.00,,,,,,
2221,05/31/2025 12:55:00,14.11,0.00,,,,,,
2222,05/31/2025 13:00:00,14.11,0.00,,,,,,
2223,05/31/2025 13:05:00,14.11,0.00,,,,,,
2224,05/31/2025 13:10:00,14.15,0.00,,,,,,
2225,05/31/2025 13:15:00,14.11,0.00,,,,,,
2226,05/31/2025 13:20:00,14.11,0.00,,,,,,
2227,05/31/2025 13:25:00,14.15,0.00,,,,,,
2228,05/31/2025 13:30:00,14.15,0.00,,,,,,
2229,05/31/2025 13:35:00,14.11,0.00,,,,,,
2230,05/31/2025 13:40:00,14.15,0.00,,,,,,
2231,05/31/2025 13:45:00,14.15,0.00,,,,,,
2232,05/31/2025 13:50:00,14.15,0.00,,,,,,
2233,05/31/2025 13:55:00,14.20,0.00,,,,,,
2234,05/31/2025 14:00:00,14.20,0.00,,,,,,
2235,05/31/2025 14:05:00,14.24,0.00,,,,,,
2236,05/31/2025 14:10:00,14.24,0.00,,,,,,
2237,05/31/2025 14:15:00,14.20,0.00,,,,,,
2238,05/31/2025 14:20:00,14.20,0.00,,,,,,
2239,05/31/2025 14:25:00,14.20,0.00,,,,,,
2240,05/31/2025 14:30:00,14.20,0.00,,,,,,
2241,05/31/2025 14:35:00,14.15,0.00,,,,,,
2242,05/31/2025 14:40:00,14.20,0.00,,,,,,
2243,05/31/2025 14:45:00,14.15,0.00,,,,,,
2244,05/31/2025 14:50:00,14.20,0.00,,,,,,
2245,05/31/2025 14:55:00,14.20,0.00,,,,,,
2246,05/31/2025 15:00:00,14.24,0.00,,,,,,
2247,05/31/2025 15:05:00,14.20,0.00,,,,,,
2248,05/31/2025 15:10:00,14.20,0.00,,,,,,
2249,05/31/2025 15:15:00,14.20,0.00,,,,,,
2250,05/31/2025 15:20:00,14.24,0.00,,,,,,
2251,05/31/2025 15:25:00,14.15,0.20,,,,,,
2252,05/31/2025 15:30:00,14.24,0.62,,,,,,
2253,05/31/2025 15:35:00,14.15,0.00,,,,,,
2254,05/31/2025 15:40:00,14.20,0.20,,,,,,
2255,05/31/2025 15:45:00,14.24,0.00,,,,,,
2256,05/31/2025 15:50:00,14.15,0.00,,,,,,
2257,05/31/2025 15:55:00,14.20,0.00,,,,,,
2258,05/31/2025 16:00:00,14.15,0.20,,,,,,
2259,05/31/2025 16:05:00,14.20,0.00,,,,,,
2260,05/31/2025 16:10:00,14.20,0.00,,,,,,
2261,05/31/2025 16:15:00,14.24,0.00,,,,,,
2262,05/31/2025 16:20:00,14.37,0.00,,,,,,
2263,05/31/2025 16:25:00,14.33,0.20,,,,,,
2264,05/31/2025 16:30:00,14.33,0.00,,,,,,
2265,05/31/2025 16:35:00,14.37,0.00,,,,,,
2266,05/31/2025 16:40:00,14.33,0.20,,,,,,
2267,05/31/2025 16:45:00,14.33,0.00,,,,,,
2268,05/31/2025 16:50:00,14.45,0.00,,,,,,
2269,05/31/2025 16:55:00,14.54,0.00,,,,,,
2270,05/31/2025 17:00:00,14.67,0.00,,,,,,
2271,05/31/2025 17:05:00,14.71,0.00,,,,,,
2272,05/31/2025 17:10:00,14.71,0.20,,,,,,
2273,05/31/2025 17:15:00,14.71,0.20,,,,,,
2274,05/31/2025 17:20:00,14.84,0.20,,,,,,
2275,05/31/2025 17:25:00,14.97,0.41,,,,,,
2276,05/31/2025 17:30:00,14.93,0.41,,,,,,
2277,05/31/2025 17:35:00,14.97,0.20,,,,,,
2278,05/31/2025 17:40:00,14.97,0.41,,,,,,
2279,05/31/2025 17:45:00,15.01,0.00,,,,,,
2280,05/31/2025 17:50:00,15.01,0.20,,,,,,
2281,05/31/2025 17:55:00,15.06,0.00,,,,,,
2282,05/31/2025 18:00:00,15.10,0.00,,,,,,
2283,05/31/2025 18:05:00,15.14,0.20,,,,,,
2284,05/31/2025 18:10:00,15.10,0.00,,,,,,
2285,05/31/2025 18:15:00,15.06,0.00,,,,,,
2286,05/31/2025 18:20:00,15.06,0.00,,,,,,
2287,05/31/2025 18:25:00,15.01,0.00,,,,,,
2288,05/31/2025 18:30:00,15.10,0.00,,,,,,
2289,05/31/2025 18:35:00,15.18,0.00,,,,,,
2290,05/31/2025 18:40:00,15.23,0.00,,,,,,
2291,05/31/2025 18:45:00,15.18,0.00,,,,,,
2292,05/31/2025 18:50:00,15.18,0.00,,,,,,
2293,05/31/2025 18:55:00,15.18,0.00,,,,,,
2294,05/31/2025 19:00:00,15.27,0.00,,,,,,
2295,05/31/2025 19:05:00,15.27,0.00,,,,,,
2296,05/31/2025 19:10:00,15.27,0.00,,,,,,
2297,05/31/2025 19:15:00,15.18,0.00,,,,,,
2298,05/31/2025 19:20:00,15.23,0.00,,,,,,
2299,05/31/2025 19:25:00,15.23,0.20,,,,,,
2300,05/31/2025 19:30:00,15.27,0.00,,,,,,
2301,05/31/2025 19:35:00,15.23,0.00,,,,,,
2302,05/31/2025 19:40:00,15.23,0.00,,,,,,
2303,05/31/2025 19:45:00,15.23,0.00,,,,,,
2304,05/31/2025 19:50:00,15.27,0.00,,,,,,
2305,05/31/2025 19:55:00,15.27,0.00,,,,,,
2306,05/31/2025 20:00:00,15.27,0.00,,,,,,
2307,05/31/2025 20:05:00,15.23,0.00,,,,,,
2308,05/31/2025 20:10:00,15.31,0.00,,,,,,
2309,05/31/2025 20:15:00,15.27,0.00,,,,,,
2310,05/31/2025 20:20:00,15.27,0.00,,,,,,
2311,05/31/2025 20:25:00,15.27,0.00,,,,,,
2312,05/31/2025 20:30:00,15.27,0.00,,,,,,
2313,05/31/2025 20:35:00,15.31,0.00,,,,,,
2314,05/31/2025 20:40:00,15.23,0.00,,,,,,
2315,05/31/2025 20:45:00,15.23,0.00,,,,,,
2316,05/31/2025 20:50:00,15.27,0.00,,,,,,
2317,05/31/2025 20:55:00,15.27,0.00,,,,,,
2318,05/31/2025 21:00:00,15.27,0.00,,,,,,
2319,05/31/2025 21:05:00,15.27,0.00,,,,,,
2320,05/31/2025 21:10:00,15.36,0.00,,,,,,
2321,05/31/2025 21:15:00,15.31,0.00,,,,,,
2322,05/31/2025 21:20:00,15.31,0.00,,,,,,
2323,05/31/2025 21:25:00,15.36,0.00,,,,,,
2324,05/31/2025 21:30:00,15.27,0.00,,,,,,
2325,05/31/2025 21:35:00,14.93,0.00,,,,,,
2326,05/31/2025 21:40:00,14.88,0.00,,,,,,
2327,05/31/2025 21:45:00,15.23,0.00,,,,,,
2328,05/31/2025 21:50:00,15.01,0.00,,,,,,
2329,05/31/2025 21:55:00,15.23,0.00,,,,,,
2330,05/31/2025 22:00:00,15.36,0.00,,,,,,
2331,05/31/2025 22:05:00,15.31,0.00,,,,,,
2332,05/31/2025 22:10:00,15.31,0.00,,,,,,
2333,05/31/2025 22:15:00,15.14,0.00,,,,,,
2334,05/31/2025 22:20:00,15.18,0.00,,,,,,
2335,05/31/2025 22:25:00,15.27,0.00,,,,,,
2336,05/31/2025 22:30:00,15.36,0.00,,,,,,
2337,05/31/2025 22:35:00,15.31,0.00,,,,,,
2338,05/31/2025 22:40:00,15.36,0.00,,,,,,
2339,05/31/2025 22:45:00,15.36,0.00,,,,,,
2340,05/31/2025 22:50:00,15.31,0.00,,,,,,
2341,05/31/2025 22:55:00,15.27,0.00,,,,,,
2342,05/31/2025 23:00:00,15.31,0.00,,,,,,
2343,05/31/2025 23:05:00,15.36,0.00,,,,,,
2344,05/31/2025 23:10:00,15.31,0.00,,,,,,
2345,05/31/2025 23:15:00,15.27,0.00,,,,,,
2346,05/31/2025 23:20:00,15.27,0.20,,,,,,
2347,05/31/2025 23:25:00,15.27,0.00,,,,,,
2348,05/31/2025 23:30:00,15.27,0.00,,,,,,
2349,05/31/2025 23:35:00,15.27,0.00,,,,,,
2350,05/31/2025 23:40:00,15.27,0.00,,,,,,
2351,05/31/2025 23:45:00,15.27,0.00,,,,,,
2352,05/31/2025 23:50:00,15.27,0.00,,,,,,
2353,05/31/2025 23:55:00,15.23,0.00,,,,,,
2354,06/01/2025 00:00:00,15.23,0.00,,,,,,
2355,06/01/2025 00:05:00,15.14,0.00,,,,,,
2356,06/01/2025 00:10:00,15.01,0.00,,,,,,
2357,06/01/2025 00:15:00,15.06,0.00,,,,,,
2358,06/01/2025 00:20:00,14.75,0.00,,,,,,
2359,06/01/2025 00:25:00,14.58,0.00,,,,,,
2360,06/01/2025 00:30:00,14.58,0.00,,,,,,
2361,06/01/2025 00:35:00,14.71,0.00,,,,,,
2362,06/01/2025 00:40:00,14.84,0.00,,,,,,
2363,06/01/2025 00:45:00,14.88,0.00,,,,,,
2364,06/01/2025 00:50:00,14.88,0.00,,,,,,
2365,06/01/2025 00:55:00,14.71,0.00,,,,,,
2366,06/01/2025 01:00:00,14.80,0.00,,,,,,
2367,06/01/2025 01:05:00,14.84,0.00,,,,,,
2368,06/01/2025 01:10:00,14.80,0.00,,,,,,
2369,06/01/2025 01:15:00,14.75,0.00,,,,,,
2370,06/01/2025 01:20:00,14.80,0.00,,,,,,
2371,06/01/2025 01:25:00,14.84,0.00,,,,,,
2372,06/01/2025 01:30:00,14.93,0.00,,,,,,
2373,06/01/2025 01:35:00,15.01,0.00,,,,,,
2374,06/01/2025 01:40:00,15.14,0.00,,,,,,
2375,06/01/2025 01:45:00,15.18,0.00,,,,,,
2376,06/01/2025 01:50:00,15.18,0.00,,,,,,
2377,06/01/2025 01:55:00,15.14,0.00,,,,,,
2378,06/01/2025 02:00:00,15.18,0.00,,,,,,
2379,06/01/2025 02:05:00,15.18,0.00,,,,,,
2380,06/01/2025 02:10:00,15.27,0.00,,,,,,
2381,06/01/2025 02:15:00,15.14,0.00,,,,,,
2382,06/01/2025 02:20:00,15.14,0.00,,,,,,
2383,06/01/2025 02:25:00,15.10,0.00,,,,,,
2384,06/01/2025 02:30:00,15.10,0.00,,,,,,
2385,06/01/2025 02:35:00,15.06,0.00,,,,,,
2386,06/01/2025 02:40:00,15.06,0.00,,,,,,
2387,06/01/2025 02:45:00,15.14,0.00,,,,,,
2388,06/01/2025 02:50:00,15.14,0.00,,,,,,
2389,06/01/2025 02:55:00,15.18,0.00,,,,,,
2390,06/01/2025 03:00:00,15.18,0.00,,,,,,
2391,06/01/2025 03:05:00,15.23,0.00,,,,,,
2392,06/01/2025 03:10:00,15.23,0.00,,,,,,
2393,06/01/2025 03:15:00,15.14,0.20,,,,,,
2394,06/01/2025 03:20:00,15.18,0.00,,,,,,
2395,06/01/2025 03:25:00,15.23,0.00,,,,,,
2396,06/01/2025 03:30:00,15.18,0.00,,,,,,
2397,06/01/2025 03:35:00,15.18,0.00,,,,,,
2398,06/01/2025 03:40:00,15.23,0.00,,,,,,
2399,06/01/2025 03:45:00,15.23,0.00,,,,,,
2400,06/01/2025 03:50:00,15.23,0.00,,,,,,
2401,06/01/2025 03:55:00,15.27,0.00,,,,,,
2402,06/01/2025 04:00:00,15.23,0.00,,,,,,
2403,06/01/2025 04:05:00,15.23,0.00,,,,,,
2404,06/01/2025 04:10:00,15.14,0.00,,,,,,
2405,06/01/2025 04:15:00,15.10,0.00,,,,,,
2406,06/01/2025 04:20:00,15.10,0.00,,,,,,
2407,06/01/2025 04:25:00,15.10,0.00,,,,,,
2408,06/01/2025 04:30:00,15.14,0.00,,,,,,
2409,06/01/2025 04:35:00,15.18,0.00,,,,,,
2410,06/01/2025 04:40:00,15.23,0.00,,,,,,
2411,06/01/2025 04:45:00,15.27,0.00,,,,,,
2412,06/01/2025 04:50:00,15.31,0.00,,,,,,
2413,06/01/2025 04:55:00,15.36,0.00,,,,,,
2414,06/01/2025 05:00:00,15.31,0.00,,,,,,
2415,06/01/2025 05:05:00,15.36,0.00,,,,,,
2416,06/01/2025 05:10:00,15.31,0.00,,,,,,
2417,06/01/2025 05:15:00,15.27,0.00,,,,,,
2418,06/01/2025 05:20:00,15.18,0.00,,,,,,
2419,06/01/2025 05:25:00,15.23,0.00,,,,,,
2420,06/01/2025 05:30:00,15.18,0.00,,,,,,
2421,06/01/2025 05:35:00,15.14,0.00,,,,,,
2422,06/01/2025 05:40:00,15.14,0.00,,,,,,
2423,06/01/2025 05:45:00,15.14,0.00,,,,,,
2424,06/01/2025 05:50:00,15.14,0.00,,,,,,
2425,06/01/2025 05:55:00,15.14,0.00,,,,,,
2426,06/01/2025 06:00:00,15.10,0.00,,,,,,
2427,06/01/2025 06:05:00,15.14,0.00,,,,,,
2428,06/01/2025 06:10:00,15.14,0.00,,,,,,
2429,06/01/2025 06:15:00,15.14,0.00,,,,,,
2430,06/01/2025 06:20:00,15.18,0.00,,,,,,
2431,06/01/2025 06:25:00,15.23,0.00,,,,,,
2432,06/01/2025 06:30:00,15.23,0.00,,,,,,
2433,06/01/2025 06:35:00,15.23,0.00,,,,,,
2434,06/01/2025 06:40:00,15.18,0.00,,,,,,
2435,06/01/2025 06:45:00,15.23,0.00,,,,,,
2436,06/01/2025 06:50:00,15.18,0.00,,,,,,
2437,06/01/2025 06:55:00,15.14,0.20,,,,,,
2438,06/01/2025 07:00:00,15.14,0.00,,,,,,
2439,06/01/2025 07:05:00,15.14,0.00,,,,,,
2440,06/01/2025 07:10:00,15.10,0.00,,,,,,
2441,06/01/2025 07:15:00,15.06,0.00,,,,,,
2442,06/01/2025 07:20:00,15.14,0.00,,,,,,
2443,06/01/2025 07:25:00,15.14,0.00,,,,,,
2444,06/01/2025 07:30:00,15.10,0.00,,,,,,
2445,06/01/2025 07:35:00,15.14,0.00,,,,,,
2446,06/01/2025 07:40:00,15.06,0.00,,,,,,
2447,06/01/2025 07:45:00,15.10,0.00,,,,,,
2448,06/01/2025 07:50:00,15.06,0.00,,,,,,
2449,06/01/2025 07:55:00,15.01,0.00,,,,,,
2450,06/01/2025 08:00:00,15.06,0.00,,,,,,
2451,06/01/2025 08:05:00,15.06,0.00,,,,,,
2452,06/01/2025 08:10:00,15.10,0.00,,,,,,
2453,06/01/2025 08:15:00,15.01,0.00,,,,,,
2454,06/01/2025 08:20:00,15.06,0.00,,,,,,
2455,06/01/2025 08:25:00,15.01,0.00,,,,,,
2456,06/01/2025 08:30:00,15.06,0.00,,,,,,
2457,06/01/2025 08:35:00,15.01,0.00,,,,,,
2458,06/01/2025 08:40:00,15.01,0.00,,,,,,
2459,06/01/2025 08:45:00,15.01,0.00,,,,,,
2460,06/01/2025 08:50:00,15.01,0.00,,,,,,
2461,06/01/2025 08:55:00,14.97,0.00,,,,,,
2462,06/01/2025 09:00:00,15.06,0.00,,,,,,
2463,06/01/2025 09:05:00,15.01,0.00,,,,,,
2464,06/01/2025 09:10:00,15.01,0.00,,,,,,
2465,06/01/2025 09:15:00,15.01,0.00,,,,,,
2466,06/01/2025 09:20:00,14.97,0.00,,,,,,
2467,06/01/2025 09:25:00,15.01,0.00,,,,,,
2468,06/01/2025 09:30:00,14.97,0.00,,,,,,
2469,06/01/2025 09:35:00,14.97,0.00,,,,,,
2470,06/01/2025 09:40:00,15.01,0.00,,,,,,
2471,06/01/2025 09:45:00,15.01,0.00,,,,,,
2472,06/01/2025 09:50:00,14.97,0.00,,,,,,
2473,06/01/2025 09:55:00,15.01,0.00,,,,,,
2474,06/01/2025 10:00:00,14.97,0.00,,,,,,
2475,06/01/2025 10:05:00,15.01,0.00,,,,,,
2476,06/01/2025 10:10:00,15.01,0.00,,,,,,
2477,06/01/2025 10:15:00,15.01,0.00,,,,,,
2478,06/01/2025 10:20:00,14.97,0.00,,,,,,
2479,06/01/2025 10:25:00,14.97,0.00,,,,,,
2480,06/01/2025 10:30:00,15.01,0.00,,,,,,
2481,06/01/2025 10:35:00,15.01,0.00,,,,,,
2482,06/01/2025 10:40:00,14.97,0.00,,,,,,
2483,06/01/2025 10:45:00,14.97,0.00,,,,,,
2484,06/01/2025 10:50:00,15.01,0.20,,,,,,
2485,06/01/2025 10:55:00,14.97,0.00,,,,,,
2486,06/01/2025 11:00:00,14.97,0.00,,,,,,
2487,06/01/2025 11:05:00,14.97,0.00,,,,,,
2488,06/01/2025 11:10:00,14.97,0.00,,,,,,
2489,06/01/2025 11:15:00,14.97,0.00,,,,,,
2490,06/01/2025 11:20:00,14.97,0.00,,,,,,
2491,06/01/2025 11:25:00,15.01,0.00,,,,,,
2492,06/01/2025 11:30:00,15.01,0.00,,,,,,
2493,06/01/2025 11:35:00,14.93,0.00,,,,,,
2494,06/01/2025 11:40:00,15.01,0.00,,,,,,
2495,06/01/2025 11:45:00,14.97,0.00,,,,,,
2496,06/01/2025 11:50:00,14.93,0.00,,,,,,
2497,06/01/2025 11:55:00,14.84,0.00,,,,,,
2498,06/01/2025 12:00:00,14.80,0.00,,,,,,
2499,06/01/2025 12:05:00,14.84,0.00,,,,,,
2500,06/01/2025 12:10:00,14.88,0.00,,,,,,
2501,06/01/2025 12:15:00,14.88,0.00,,,,,,
2502,06/01/2025 12:20:00,14.93,0.00,,,,,,
2503,06/01/2025 12:25:00,14.97,0.00,,,,,,
2504,06/01/2025 12:30:00,14.93,0.00,,,,,,
2505,06/01/2025 12:35:00,14.93,0.00,,,,,,
2506,06/01/2025 12:40:00,14.93,0.00,,,,,,
2507,06/01/2025 12:45:00,14.97,0.00,,,,,,
2508,06/01/2025 12:50:00,14.97,0.00,,,,,,
2509,06/01/2025 12:55:00,14.88,0.00,,,,,,
2510,06/01/2025 13:00:00,14.84,0.00,,,,,,
2511,06/01/2025 13:05:00,14.88,0.00,,,,,,
2512,06/01/2025 13:10:00,14.97,0.00,,,,,,
2513,06/01/2025 13:15:00,14.88,0.00,,,,,,
2514,06/01/2025 13:20:00,14.84,0.00,,,,,,
2515,06/01/2025 13:25:00,14.93,0.00,,,,,,
2516,06/01/2025 13:30:00,14.88,0.00,,,,,,
2517,06/01/2025 13:35:00,14.88,0.00,,,,,,
2518,06/01/2025 13:40:00,14.84,0.00,,,,,,
2519,06/01/2025 13:45:00,14.71,0.00,,,,,,
2520,06/01/2025 13:50:00,14.93,0.00,,,,,,
2521,06/01/2025 13:55:00,14.97,0.00,,,,,,
2522,06/01/2025 14:00:00,14.93,0.00,,,,,,
2523,06/01/2025 14:05:00,14.97,0.00,,,,,,
2524,06/01/2025 14:10:00,14.97,0.00,,,,,,
2525,06/01/2025 14:15:00,14.97,0.00,,,,,,
2526,06/01/2025 14:20:00,15.01,0.00,,,,,,
2527,06/01/2025 14:25:00,14.93,0.00,,,,,,
2528,06/01/2025 14:30:00,14.93,0.00,,,,,,
2529,06/01/2025 14:35:00,14.88,0.00,,,,,,
2530,06/01/2025 14:40:00,14.97,0.00,,,,,,
2531,06/01/2025 14:45:00,15.01,0.20,,,,,,
2532,06/01/2025 14:50:00,15.01,0.00,,,,,,
2533,06/01/2025 14:55:00,15.01,0.00,,,,,,
2534,06/01/2025 15:00:00,14.97,0.00,,,,,,
2535,06/01/2025 15:05:00,15.06,0.00,,,,,,
2536,06/01/2025 15:10:00,15.01,0.00,,,,,,
2537,06/01/2025 15:15:00,15.01,0.00,,,,,,
2538,06/01/2025 15:20:00,15.06,0.00,,,,,,
2539,06/01/2025 15:25:00,15.06,0.00,,,,,,
2540,06/01/2025 15:30:00,15.10,0.00,,,,,,
2541,06/01/2025 15:35:00,15.06,0.00,,,,,,
2542,06/01/2025 15:40:00,15.06,0.00,,,,,,
2543,06/01/2025 15:45:00,15.06,0.00,,,,,,
2544,06/01/2025 15:50:00,15.10,0.00,,,,,,
2545,06/01/2025 15:55:00,15.06,0.00,,,,,,
2546,06/01/2025 16:00:00,15.06,0.00,,,,,,
2547,06/01/2025 16:05:00,14.97,0.00,,,,,,
2548,06/01/2025 16:10:00,14.97,0.00,,,,,,
2549,06/01/2025 16:15:00,14.97,0.00,,,,,,
2550,06/01/2025 16:20:00,15.06,0.00,,,,,,
2551,06/01/2025 16:25:00,15.10,0.00,,,,,,
2552,06/01/2025 16:30:00,15.06,0.00,,,,,,
2553,06/01/2025 16:35:00,15.06,0.00,,,,,,
2554,06/01/2025 16:40:00,15.06,0.00,,,,,,
2555,06/01/2025 16:45:00,15.01,0.00,,,,,,
2556,06/01/2025 16:50:00,14.97,0.00,,,,,,
2557,06/01/2025 16:55:00,14.93,0.00,,,,,,
2558,06/01/2025 17:00:00,14.93,0.00,,,,,,
2559,06/01/2025 17:05:00,14.88,0.00,,,,,,
2560,06/01/2025 17:10:00,14.88,0.00,,,,,,
2561,06/01/2025 17:15:00,14.88,0.00,,,,,,
2562,06/01/2025 17:20:00,14.93,0.00,,,,,,
2563,06/01/2025 17:25:00,14.84,0.00,,,,,,
2564,06/01/2025 17:30:00,14.84,0.00,,,,,,
2565,06/01/2025 17:35:00,14.84,0.00,,,,,,
2566,06/01/2025 17:40:00,14.84,0.00,,,,,,
2567,06/01/2025 17:45:00,14.80,0.00,,,,,,
2568,06/01/2025 17:50:00,14.84,0.00,,,,,,
2569,06/01/2025 17:55:00,14.84,0.00,,,,,,
2570,06/01/2025 18:00:00,14.88,0.00,,,,,,
2571,06/01/2025 18:05:00,14.84,0.00,,,,,,
2572,06/01/2025 18:10:00,14.88,0.00,,,,,,
2573,06/01/2025 18:15:00,14.84,0.00,,,,,,
2574,06/01/2025 18:20:00,14.84,0.00,,,,,,
2575,06/01/2025 18:25:00,14.88,0.00,,,,,,
2576,06/01/2025 18:30:00,14.84,0.00,,,,,,
2577,06/01/2025 18:35:00,14.80,0.00,,,,,,
2578,06/01/2025 18:40:00,14.84,0.20,,,,,,
2579,06/01/2025 18:45:00,14.84,0.00,,,,,,
2580,06/01/2025 18:50:00,14.80,0.00,,,,,,
2581,06/01/2025 18:55:00,14.84,0.00,,,,,,
2582,06/01/2025 19:00:00,14.80,0.00,,,,,,
2583,06/01/2025 19:05:00,14.75,0.00,,,,,,
2584,06/01/2025 19:10:00,14.80,0.00,,,,,,
2585,06/01/2025 19:15:00,14.80,0.00,,,,,,
2586,06/01/2025 19:20:00,14.75,0.00,,,,,,
2587,06/01/2025 19:25:00,14.80,0.00,,,,,,
2588,06/01/2025 19:30:00,14.80,0.00,,,,,,
2589,06/01/2025 19:35:00,14.80,0.00,,,,,,
