Pump Start Time,Pump Stop Time,Idle Voltage (V),Idle Current (mA),Loaded Voltage (V),Loaded Current (mA),PCB Temp (*C)
2025-05-22T22:30:00,2025-05-22T22:30:30,12.58,0,12.89,2,21.75
2025-05-23T04:30:00,2025-05-23T04:30:30,12.57,0,12.89,1,21.75
2025-05-23T10:30:00,2025-05-23T10:30:30,12.55,0,12.86,1,15.25
2025-05-23T16:30:00,2025-05-23T16:30:30,12.53,0,12.03,3245,14.5
2025-05-23T22:30:00,2025-05-23T22:30:30,12.55,0,12.04,3263,15.25
2025-05-24T04:30:00,2025-05-24T04:30:30,12.54,0,12.03,3282,14.75
2025-05-24T10:30:00,2025-05-24T10:30:30,12.53,0,12.02,3280,15
2025-05-24T16:30:00,2025-05-24T16:30:30,12.53,0,12.01,3261,14.5
2025-05-24T22:30:00,2025-05-24T22:30:30,12.52,0,12.01,3308,15.25
2025-05-25T04:30:00,2025-05-25T04:30:30,12.51,0,12,3295,14.5
2025-05-25T10:30:00,2025-05-25T10:30:30,12.5,0,11.99,3304,15.25
2025-05-25T16:30:00,2025-05-25T16:30:30,12.49,0,11.98,3321,14.5
2025-05-25T22:30:00,2025-05-25T22:30:30,12.49,0,11.98,3346,15.5
2025-05-26T04:30:00,2025-05-26T04:30:30,12.47,0,11.97,3266,14.5
2025-05-26T10:30:00,2025-05-26T10:30:30,12.47,0,11.96,3288,15.25
2025-05-26T16:30:00,2025-05-26T16:30:30,12.46,0,11.96,3283,14.5
2025-05-26T22:30:00,2025-05-26T22:30:30,12.45,-1,11.95,3330,15.5
2025-05-27T04:30:00,2025-05-27T04:30:30,12.44,0,11.95,3314,15.25
2025-05-27T10:30:00,2025-05-27T10:30:30,12.43,-1,11.94,3268,15.75
2025-05-27T16:30:00,2025-05-27T16:30:30,12.42,0,11.93,3279,15
2025-05-27T22:30:00,2025-05-27T22:30:30,12.41,-1,11.93,3278,16
2025-05-28T04:30:00,2025-05-28T04:30:30,12.41,0,11.92,3301,15.5
2025-05-28T10:30:00,2025-05-28T10:30:30,12.4,-1,11.91,3330,16
2025-05-28T16:30:00,2025-05-28T16:30:30,12.39,-1,11.9,3280,15.25
2025-05-28T22:30:00,2025-05-28T22:30:30,12.38,-1,11.9,3280,16
2025-05-29T04:30:00,2025-05-29T04:30:30,12.37,-1,11.88,3313,15.25
2025-05-29T10:30:00,2025-05-29T10:30:30,12.36,-1,11.87,3268,15.75
2025-05-29T16:30:00,2025-05-29T16:30:30,12.35,-1,11.86,3307,15.5
2025-05-29T22:30:00,2025-05-29T22:30:30,12.34,-1,11.85,3289,16
2025-05-30T04:30:00,2025-05-30T04:30:30,12.33,-1,11.85,3261,15.5
2025-05-30T10:30:00,2025-05-30T10:30:30,12.33,-1,11.84,3281,16
2025-05-30T16:30:00,2025-05-30T16:30:30,12.32,-1,11.84,3281,15.75
2025-05-30T22:30:00,2025-05-30T22:30:30,12.31,-1,11.82,3329,16.5
2025-05-31T04:30:00,2025-05-31T04:30:30,12.3,-1,11.82,3307,16
2025-05-31T10:30:00,2025-05-31T10:30:30,12.29,-1,11.81,3324,16.75
2025-05-31T16:30:00,2025-05-31T16:30:30,12.28,-1,11.79,3285,15.5
2025-05-31T22:30:00,2025-05-31T22:30:30,12.27,-1,11.78,3291,16
2025-06-01T04:30:00,2025-06-01T04:30:30,12.26,-1,11.77,3310,15.5
2025-06-01T10:30:00,2025-06-01T10:30:30,12.25,-1,11.76,3279,15.75
2025-06-01T16:30:00,2025-06-01T16:30:30,12.24,-1,11.75,3284,15.25
2025-06-01T22:30:00,2025-06-01T22:30:30,12.23,-1,11.74,3285,15.5
2025-06-02T04:30:00,2025-06-02T04:30:30,12.22,-1,11.73,3314,15.5
2025-06-02T10:30:00,2025-06-02T10:30:30,12.21,-1,11.72,3268,15.5
2025-06-02T16:30:00,2025-06-02T16:30:30,12.21,-1,11.71,3281,15.5
2025-06-02T22:30:00,2025-06-02T22:30:30,12.2,-1,11.71,3262,16
2025-06-03T04:30:00,2025-06-03T04:30:30,12.19,-1,11.7,3281,16
2025-06-03T10:30:00,2025-06-03T10:30:30,12.18,-1,11.69,3240,16
2025-06-03T16:30:00,2025-06-03T16:30:30,12.17,-1,11.68,3230,15.75
2025-06-03T22:30:00,2025-06-03T22:30:30,12.16,-1,11.67,3205,16
2025-06-04T04:30:00,2025-06-04T04:30:30,12.15,-1,11.67,3244,16.75
2025-06-04T10:30:00,2025-06-04T10:30:30,12.14,-1,11.65,3263,16.5
2025-06-04T16:30:00,2025-06-04T16:30:30,12.13,-1,11.64,3252,16.25
2025-06-04T22:30:00,2025-06-04T22:30:30,12.13,-2,11.63,3229,17
2025-06-05T04:30:00,2025-06-05T04:30:30,12.12,-1,11.63,3229,17
2025-06-05T10:30:00,2025-06-05T10:30:30,12.11,-1,11.62,3241,17
2025-06-05T16:30:00,2025-06-05T16:30:30,12.12,-1,12.43,0,23.5
2025-06-05T22:30:00,2025-06-05T22:30:30,12.11,-2,12.43,0,21
2025-06-06T04:30:00,2025-06-06T04:30:30,12.11,-1,12.42,0,20.75
2025-06-06T10:30:00,2025-06-06T10:30:30,12.1,-1,12.41,0,21
2025-06-06T16:30:00,2025-06-06T16:30:30,12.11,-1,12.42,0,21
Logging halted by user,,,,,,
