#,Date-Time (UTC Standard Time),Temperature   (°C),Light   (lux),Started,Button Down,Button Up,Host Connected,Stopped,End of File
475,05/25/2025 12:30:00,14.41,2844.16,,,,,,
476,05/25/2025 12:35:00,14.41,3545.60,,,,,,
477,05/25/2025 12:40:00,14.41,2837.76,,,,,,
478,05/25/2025 12:45:00,14.41,2910.72,,,,,,
479,05/25/2025 12:50:00,14.41,3303.68,,,,,,
480,05/25/2025 12:55:00,14.41,3349.76,,,,,,
481,05/25/2025 13:00:00,14.41,3808.00,,,,,,
482,05/25/2025 13:05:00,14.37,3280.64,,,,,,
483,05/25/2025 13:10:00,14.37,3319.04,,,,,,
484,05/25/2025 13:15:00,14.41,1772.80,,,,,,
485,05/25/2025 13:20:00,14.41,3110.40,,,,,,
486,05/25/2025 13:25:00,14.37,1379.20,,,,,,
487,05/25/2025 13:30:00,14.41,2472.96,,,,,,
488,05/25/2025 13:35:00,14.37,1598.08,,,,,,
489,05/25/2025 13:40:00,14.33,1546.88,,,,,,
490,05/25/2025 13:45:00,14.37,1369.60,,,,,,
491,05/25/2025 13:50:00,14.37,1923.84,,,,,,
492,05/25/2025 13:55:00,14.37,1762.56,,,,,,
493,05/25/2025 14:00:00,14.41,2947.84,,,,,,
494,05/25/2025 14:05:00,14.41,1669.76,,,,,,
495,05/25/2025 14:10:00,14.41,1760.64,,,,,,
496,05/25/2025 14:15:00,14.41,2350.08,,,,,,
497,05/25/2025 14:20:00,14.41,3591.68,,,,,,
498,05/25/2025 14:25:00,14.45,2050.56,,,,,,
499,05/25/2025 14:30:00,14.41,2894.08,,,,,,
500,05/25/2025 14:35:00,14.37,840.32,,,,,,
501,05/25/2025 14:40:00,14.33,978.88,,,,,,
502,05/25/2025 14:45:00,14.37,1281.92,,,,,,
503,05/25/2025 14:50:00,14.41,1084.16,,,,,,
504,05/25/2025 14:55:00,14.41,865.28,,,,,,
505,05/25/2025 15:00:00,14.37,963.84,,,,,,
506,05/25/2025 15:05:00,14.37,1090.88,,,,,,
507,05/25/2025 15:10:00,14.37,1032.64,,,,,,
508,05/25/2025 15:15:00,14.37,1191.68,,,,,,
509,05/25/2025 15:20:00,14.33,1192.64,,,,,,
510,05/25/2025 15:25:00,14.37,1043.52,,,,,,
511,05/25/2025 15:30:00,14.33,974.72,,,,,,
512,05/25/2025 15:35:00,14.37,977.92,,,,,,
513,05/25/2025 15:40:00,14.33,1078.08,,,,,,
514,05/25/2025 15:45:00,14.33,816.96,,,,,,
515,05/25/2025 15:50:00,14.33,917.44,,,,,,
516,05/25/2025 15:55:00,14.33,1045.44,,,,,,
517,05/25/2025 16:00:00,14.33,1085.76,,,,,,
518,05/25/2025 16:05:00,14.37,1730.56,,,,,,
519,05/25/2025 16:10:00,14.37,1584.00,,,,,,
520,05/25/2025 16:15:00,14.33,1303.68,,,,,,
521,05/25/2025 16:20:00,14.33,1424.64,,,,,,
522,05/25/2025 16:25:00,14.33,1573.12,,,,,,
523,05/25/2025 16:30:00,14.33,2211.84,,,,,,
524,05/25/2025 16:35:00,14.37,2288.00,,,,,,
525,05/25/2025 16:40:00,14.33,2216.96,,,,,,
526,05/25/2025 16:45:00,14.33,1185.92,,,,,,
527,05/25/2025 16:50:00,14.33,1292.16,,,,,,
528,05/25/2025 16:55:00,14.37,1912.32,,,,,,
529,05/25/2025 17:00:00,14.45,3642.88,,,,,,
530,05/25/2025 17:05:00,14.50,4000.00,,,,,,
531,05/25/2025 17:10:00,14.50,1772.80,,,,,,
532,05/25/2025 17:15:00,14.45,2259.20,,,,,,
533,05/25/2025 17:20:00,14.50,1408.00,,,,,,
534,05/25/2025 17:25:00,14.63,5429.76,,,,,,
535,05/25/2025 17:30:00,14.50,4235.52,,,,,,
536,05/25/2025 17:35:00,14.58,1850.24,,,,,,
537,05/25/2025 17:40:00,14.58,2262.40,,,,,,
538,05/25/2025 17:45:00,14.67,5187.84,,,,,,
539,05/25/2025 17:50:00,14.67,4622.08,,,,,,
540,05/25/2025 17:55:00,14.63,1044.48,,,,,,
541,05/25/2025 18:00:00,14.58,1370.88,,,,,,
542,05/25/2025 18:05:00,14.54,2545.28,,,,,,
543,05/25/2025 18:10:00,14.58,2094.08,,,,,,
544,05/25/2025 18:15:00,14.54,1674.88,,,,,,
545,05/25/2025 18:20:00,14.58,2489.60,,,,,,
546,05/25/2025 18:25:00,14.63,2974.72,,,,,,
547,05/25/2025 18:30:00,14.63,3552.00,,,,,,
548,05/25/2025 18:35:00,14.67,6553.60,,,,,,
549,05/25/2025 18:40:00,14.71,5888.00,,,,,,
550,05/25/2025 18:45:00,14.71,2210.56,,,,,,
551,05/25/2025 18:50:00,14.71,2491.52,,,,,,
552,05/25/2025 18:55:00,14.67,1870.08,,,,,,
553,05/25/2025 19:00:00,14.75,2242.56,,,,,,
554,05/25/2025 19:05:00,14.80,5964.80,,,,,,
555,05/25/2025 19:10:00,14.80,2768.64,,,,,,
556,05/25/2025 19:15:00,14.80,6927.36,,,,,,
557,05/25/2025 19:20:00,14.75,2575.36,,,,,,
558,05/25/2025 19:25:00,14.67,1834.88,,,,,,
559,05/25/2025 19:30:00,14.80,3258.88,,,,,,
560,05/25/2025 19:35:00,14.75,1872.00,,,,,,
561,05/25/2025 19:40:00,14.71,1362.56,,,,,,
562,05/25/2025 19:45:00,14.75,1009.28,,,,,,
563,05/25/2025 19:50:00,14.75,977.92,,,,,,
564,05/25/2025 19:55:00,14.75,654.08,,,,,,
565,05/25/2025 20:00:00,14.71,385.28,,,,,,
566,05/25/2025 20:05:00,14.67,294.00,,,,,,
567,05/25/2025 20:10:00,14.71,269.36,,,,,,
568,05/25/2025 20:15:00,14.71,329.28,,,,,,
569,05/25/2025 20:20:00,14.80,591.36,,,,,,
570,05/25/2025 20:25:00,14.75,685.76,,,,,,
571,05/25/2025 20:30:00,14.80,983.04,,,,,,
572,05/25/2025 20:35:00,14.80,914.88,,,,,,
573,05/25/2025 20:40:00,14.88,1550.08,,,,,,
574,05/25/2025 20:45:00,14.84,1096.00,,,,,,
575,05/25/2025 20:50:00,14.84,1075.52,,,,,,
576,05/25/2025 20:55:00,14.84,978.88,,,,,,
577,05/25/2025 21:00:00,14.88,965.44,,,,,,
578,05/25/2025 21:05:00,14.84,1014.08,,,,,,
579,05/25/2025 21:10:00,14.84,822.72,,,,,,
580,05/25/2025 21:15:00,14.80,706.88,,,,,,
581,05/25/2025 21:20:00,14.84,635.52,,,,,,
582,05/25/2025 21:25:00,14.80,711.04,,,,,,
583,05/25/2025 21:30:00,14.84,720.32,,,,,,
584,05/25/2025 21:35:00,14.88,893.76,,,,,,
585,05/25/2025 21:40:00,14.93,1091.52,,,,,,
586,05/25/2025 21:45:00,14.93,968.64,,,,,,
587,05/25/2025 21:50:00,14.93,1336.32,,,,,,
588,05/25/2025 21:55:00,14.93,955.20,,,,,,
589,05/25/2025 22:00:00,14.88,422.24,,,,,,
590,05/25/2025 22:05:00,14.97,337.92,,,,,,
591,05/25/2025 22:10:00,14.93,345.44,,,,,,
592,05/25/2025 22:15:00,14.88,263.44,,,,,,
593,05/25/2025 22:20:00,14.93,323.44,,,,,,
594,05/25/2025 22:25:00,14.88,362.24,,,,,,
595,05/25/2025 22:30:00,14.88,386.08,,,,,,
596,05/25/2025 22:35:00,14.93,489.92,,,,,,
597,05/25/2025 22:40:00,14.88,414.72,,,,,,
598,05/25/2025 22:45:00,14.88,277.12,,,,,,
599,05/25/2025 22:50:00,14.80,322.56,,,,,,
600,05/25/2025 22:55:00,14.84,264.32,,,,,,
601,05/25/2025 23:00:00,14.84,311.60,,,,,,
602,05/25/2025 23:05:00,14.84,277.12,,,,,,
603,05/25/2025 23:10:00,14.88,425.92,,,,,,
604,05/25/2025 23:15:00,14.80,416.48,,,,,,
605,05/25/2025 23:20:00,14.88,286.40,,,,,,
606,05/25/2025 23:25:00,14.88,320.88,,,,,,
607,05/25/2025 23:30:00,14.88,268.72,,,,,,
608,05/25/2025 23:35:00,14.88,222.16,,,,,,
609,05/25/2025 23:40:00,14.84,157.80,,,,,,
610,05/25/2025 23:45:00,14.84,90.28,,,,,,
611,05/25/2025 23:50:00,14.80,79.34,,,,,,
612,05/25/2025 23:55:00,14.75,61.66,,,,,,
613,05/26/2025 00:00:00,14.71,48.56,,,,,,
614,05/26/2025 00:05:00,14.67,34.19,,,,,,
615,05/26/2025 00:10:00,14.63,24.04,,,,,,
616,05/26/2025 00:15:00,14.63,14.54,,,,,,
617,05/26/2025 00:20:00,14.58,7.99,,,,,,
618,05/26/2025 00:25:00,14.54,4.20,,,,,,
619,05/26/2025 00:30:00,14.58,1.47,,,,,,
620,05/26/2025 00:35:00,14.54,0.21,,,,,,
621,05/26/2025 00:40:00,14.45,0.00,,,,,,
622,05/26/2025 00:45:00,14.45,0.00,,,,,,
623,05/26/2025 00:50:00,14.41,0.00,,,,,,
624,05/26/2025 00:55:00,14.45,0.00,,,,,,
625,05/26/2025 01:00:00,14.37,0.00,,,,,,
626,05/26/2025 01:05:00,14.41,0.00,,,,,,
627,05/26/2025 01:10:00,14.45,0.00,,,,,,
628,05/26/2025 01:15:00,14.37,0.00,,,,,,
629,05/26/2025 01:20:00,14.41,0.00,,,,,,
630,05/26/2025 01:25:00,14.37,0.00,,,,,,
631,05/26/2025 01:30:00,14.37,0.00,,,,,,
632,05/26/2025 01:35:00,14.41,0.00,,,,,,
633,05/26/2025 01:40:00,14.41,0.00,,,,,,
634,05/26/2025 01:45:00,14.41,0.00,,,,,,
635,05/26/2025 01:50:00,14.45,0.00,,,,,,
636,05/26/2025 01:55:00,14.37,0.00,,,,,,
637,05/26/2025 02:00:00,14.37,0.00,,,,,,
638,05/26/2025 02:05:00,14.37,0.00,,,,,,
639,05/26/2025 02:10:00,14.33,0.00,,,,,,
640,05/26/2025 02:15:00,14.33,0.00,,,,,,
641,05/26/2025 02:20:00,14.33,0.00,,,,,,
642,05/26/2025 02:25:00,14.37,0.00,,,,,,
643,05/26/2025 02:30:00,14.41,0.00,,,,,,
644,05/26/2025 02:35:00,14.41,0.00,,,,,,
645,05/26/2025 02:40:00,14.37,0.00,,,,,,
646,05/26/2025 02:45:00,14.37,0.00,,,,,,
647,05/26/2025 02:50:00,14.37,0.00,,,,,,
648,05/26/2025 02:55:00,14.37,0.00,,,,,,
649,05/26/2025 03:00:00,14.37,0.00,,,,,,
650,05/26/2025 03:05:00,14.37,0.00,,,,,,
651,05/26/2025 03:10:00,14.37,0.00,,,,,,
652,05/26/2025 03:15:00,14.37,0.00,,,,,,
653,05/26/2025 03:20:00,14.41,0.00,,,,,,
654,05/26/2025 03:25:00,14.33,0.00,,,,,,
655,05/26/2025 03:30:00,14.33,0.00,,,,,,
656,05/26/2025 03:35:00,14.33,0.00,,,,,,
657,05/26/2025 03:40:00,14.28,0.00,,,,,,
658,05/26/2025 03:45:00,14.33,0.00,,,,,,
659,05/26/2025 03:50:00,14.33,0.00,,,,,,
660,05/26/2025 03:55:00,14.33,0.00,,,,,,
661,05/26/2025 04:00:00,14.33,0.00,,,,,,
662,05/26/2025 04:05:00,14.33,0.00,,,,,,
663,05/26/2025 04:10:00,14.28,0.00,,,,,,
664,05/26/2025 04:15:00,14.33,0.00,,,,,,
665,05/26/2025 04:20:00,14.33,0.00,,,,,,
666,05/26/2025 04:25:00,14.28,0.00,,,,,,
667,05/26/2025 04:30:00,14.28,0.00,,,,,,
668,05/26/2025 04:35:00,14.28,0.00,,,,,,
669,05/26/2025 04:40:00,14.24,0.00,,,,,,
670,05/26/2025 04:45:00,14.28,0.00,,,,,,
671,05/26/2025 04:50:00,14.28,0.00,,,,,,
672,05/26/2025 04:55:00,14.28,0.00,,,,,,
673,05/26/2025 05:00:00,14.24,0.00,,,,,,
674,05/26/2025 05:05:00,14.28,0.00,,,,,,
675,05/26/2025 05:10:00,14.28,0.00,,,,,,
676,05/26/2025 05:15:00,14.28,0.00,,,,,,
677,05/26/2025 05:20:00,14.28,0.00,,,,,,
678,05/26/2025 05:25:00,14.28,0.00,,,,,,
679,05/26/2025 05:30:00,14.28,0.00,,,,,,
680,05/26/2025 05:35:00,14.28,0.00,,,,,,
681,05/26/2025 05:40:00,14.28,0.00,,,,,,
682,05/26/2025 05:45:00,14.28,0.00,,,,,,
683,05/26/2025 05:50:00,14.33,0.00,,,,,,
684,05/26/2025 05:55:00,14.33,0.00,,,,,,
685,05/26/2025 06:00:00,14.33,0.00,,,,,,
686,05/26/2025 06:05:00,14.33,0.00,,,,,,
687,05/26/2025 06:10:00,14.37,0.00,,,,,,
688,05/26/2025 06:15:00,14.37,0.00,,,,,,
689,05/26/2025 06:20:00,14.37,0.00,,,,,,
690,05/26/2025 06:25:00,14.37,0.00,,,,,,
691,05/26/2025 06:30:00,14.41,0.00,,,,,,
692,05/26/2025 06:35:00,14.41,0.00,,,,,,
693,05/26/2025 06:40:00,14.41,0.00,,,,,,
694,05/26/2025 06:45:00,14.37,0.00,,,,,,
695,05/26/2025 06:50:00,14.37,0.00,,,,,,
696,05/26/2025 06:55:00,14.41,0.00,,,,,,
697,05/26/2025 07:00:00,14.41,0.00,,,,,,
698,05/26/2025 07:05:00,14.45,0.00,,,,,,
699,05/26/2025 07:10:00,14.41,0.00,,,,,,
700,05/26/2025 07:15:00,14.45,0.00,,,,,,
701,05/26/2025 07:20:00,14.45,0.00,,,,,,
702,05/26/2025 07:25:00,14.50,0.00,,,,,,
703,05/26/2025 07:30:00,14.45,0.00,,,,,,
704,05/26/2025 07:35:00,14.50,0.00,,,,,,
705,05/26/2025 07:40:00,14.50,0.00,,,,,,
706,05/26/2025 07:45:00,14.50,0.00,,,,,,
707,05/26/2025 07:50:00,14.50,0.00,,,,,,
708,05/26/2025 07:55:00,14.50,0.00,,,,,,
709,05/26/2025 08:00:00,14.50,0.00,,,,,,
710,05/26/2025 08:05:00,14.58,0.00,,,,,,
711,05/26/2025 08:10:00,14.54,0.00,,,,,,
712,05/26/2025 08:15:00,14.58,0.00,,,,,,
713,05/26/2025 08:20:00,14.58,0.00,,,,,,
714,05/26/2025 08:25:00,14.54,0.00,,,,,,
715,05/26/2025 08:30:00,14.58,0.00,,,,,,
716,05/26/2025 08:35:00,14.63,0.00,,,,,,
717,05/26/2025 08:40:00,14.58,0.00,,,,,,
718,05/26/2025 08:45:00,14.63,0.00,,,,,,
719,05/26/2025 08:50:00,14.58,0.00,,,,,,
720,05/26/2025 08:55:00,14.63,0.00,,,,,,
721,05/26/2025 09:00:00,14.63,0.00,,,,,,
722,05/26/2025 09:05:00,14.67,0.21,,,,,,
723,05/26/2025 09:10:00,14.71,1.26,,,,,,
724,05/26/2025 09:15:00,14.71,3.57,,,,,,
725,05/26/2025 09:20:00,14.75,7.99,,,,,,
726,05/26/2025 09:25:00,14.67,14.75,,,,,,
727,05/26/2025 09:30:00,14.71,23.62,,,,,,
728,05/26/2025 09:35:00,14.71,37.56,,,,,,
729,05/26/2025 09:40:00,14.71,54.44,,,,,,
730,05/26/2025 09:45:00,14.71,71.64,,,,,,
731,05/26/2025 09:50:00,14.75,87.72,,,,,,
732,05/26/2025 09:55:00,14.75,136.68,,,,,,
733,05/26/2025 10:00:00,14.71,175.68,,,,,,
734,05/26/2025 10:05:00,14.71,210.24,,,,,,
735,05/26/2025 10:10:00,14.75,258.40,,,,,,
736,05/26/2025 10:15:00,14.71,314.16,,,,,,
737,05/26/2025 10:20:00,14.75,368.16,,,,,,
738,05/26/2025 10:25:00,14.75,418.08,,,,,,
739,05/26/2025 10:30:00,14.80,487.36,,,,,,
740,05/26/2025 10:35:00,14.75,608.96,,,,,,
741,05/26/2025 10:40:00,14.71,601.44,,,,,,
742,05/26/2025 10:45:00,14.80,706.88,,,,,,
743,05/26/2025 10:50:00,14.75,685.12,,,,,,
744,05/26/2025 10:55:00,14.80,872.64,,,,,,
745,05/26/2025 11:00:00,14.80,1001.60,,,,,,
746,05/26/2025 11:05:00,14.80,994.88,,,,,,
747,05/26/2025 11:10:00,14.80,813.44,,,,,,
748,05/26/2025 11:15:00,14.84,1440.00,,,,,,
749,05/26/2025 11:20:00,14.80,1264.96,,,,,,
750,05/26/2025 11:25:00,14.84,1507.20,,,,,,
751,05/26/2025 11:30:00,14.84,1294.40,,,,,,
752,05/26/2025 11:35:00,14.80,1240.64,,,,,,
753,05/26/2025 11:40:00,14.84,2128.00,,,,,,
754,05/26/2025 11:45:00,14.80,1610.88,,,,,,
755,05/26/2025 11:50:00,14.88,1606.40,,,,,,
756,05/26/2025 11:55:00,14.84,1937.28,,,,,,
757,05/26/2025 12:00:00,14.88,2009.60,,,,,,
758,05/26/2025 12:05:00,14.88,2114.56,,,,,,
759,05/26/2025 12:10:00,14.93,2190.08,,,,,,
760,05/26/2025 12:15:00,14.88,2955.52,,,,,,
761,05/26/2025 12:20:00,14.93,3210.24,,,,,,
762,05/26/2025 12:25:00,14.97,3473.92,,,,,,
763,05/26/2025 12:30:00,14.93,3709.44,,,,,,
764,05/26/2025 12:35:00,14.97,3764.48,,,,,,
765,05/26/2025 12:40:00,14.93,4037.12,,,,,,
766,05/26/2025 12:45:00,14.93,3525.12,,,,,,
767,05/26/2025 12:50:00,14.97,3665.92,,,,,,
768,05/26/2025 12:55:00,14.93,3824.64,,,,,,
769,05/26/2025 13:00:00,14.93,3686.40,,,,,,
770,05/26/2025 13:05:00,14.93,3200.00,,,,,,
771,05/26/2025 13:10:00,14.88,3490.56,,,,,,
772,05/26/2025 13:15:00,14.80,3490.56,,,,,,
773,05/26/2025 13:20:00,14.88,3609.60,,,,,,
774,05/26/2025 13:25:00,14.84,3184.64,,,,,,
775,05/26/2025 13:30:00,14.84,3235.84,,,,,,
776,05/26/2025 13:35:00,14.84,3490.56,,,,,,
777,05/26/2025 13:40:00,14.80,3260.16,,,,,,
778,05/26/2025 13:45:00,14.80,3287.04,,,,,,
779,05/26/2025 13:50:00,14.84,3275.52,,,,,,
780,05/26/2025 13:55:00,14.80,3168.00,,,,,,
781,05/26/2025 14:00:00,14.75,2105.60,,,,,,
782,05/26/2025 14:05:00,14.75,2915.84,,,,,,
783,05/26/2025 14:10:00,14.75,2273.92,,,,,,
784,05/26/2025 14:15:00,14.75,2410.88,,,,,,
785,05/26/2025 14:20:00,14.71,2926.08,,,,,,
786,05/26/2025 14:25:00,14.71,3284.48,,,,,,
787,05/26/2025 14:30:00,14.75,2472.96,,,,,,
788,05/26/2025 14:35:00,14.71,2775.04,,,,,,
789,05/26/2025 14:40:00,14.67,3511.04,,,,,,
790,05/26/2025 14:45:00,14.63,3070.72,,,,,,
791,05/26/2025 14:50:00,14.58,2617.60,,,,,,
792,05/26/2025 14:55:00,14.63,2937.60,,,,,,
793,05/26/2025 15:00:00,14.63,3136.00,,,,,,
794,05/26/2025 15:05:00,14.63,3746.56,,,,,,
795,05/26/2025 15:10:00,14.63,3454.72,,,,,,
796,05/26/2025 15:15:00,14.63,3737.60,,,,,,
797,05/26/2025 15:20:00,14.63,3361.28,,,,,,
798,05/26/2025 15:25:00,14.58,3205.12,,,,,,
799,05/26/2025 15:30:00,14.58,4012.80,,,,,,
800,05/26/2025 15:35:00,14.63,3141.12,,,,,,
801,05/26/2025 15:40:00,14.67,4225.28,,,,,,
802,05/26/2025 15:45:00,14.67,4332.80,,,,,,
803,05/26/2025 15:50:00,14.63,3404.80,,,,,,
804,05/26/2025 15:55:00,14.63,4019.20,,,,,,
805,05/26/2025 16:00:00,14.63,3706.88,,,,,,
806,05/26/2025 16:05:00,14.54,2900.48,,,,,,
807,05/26/2025 16:10:00,14.45,4821.76,,,,,,
808,05/26/2025 16:15:00,14.50,3500.80,,,,,,
809,05/26/2025 16:20:00,14.50,2702.08,,,,,,
810,05/26/2025 16:25:00,14.45,4599.04,,,,,,
811,05/26/2025 16:30:00,14.50,5185.28,,,,,,
812,05/26/2025 16:35:00,14.54,4902.40,,,,,,
813,05/26/2025 16:40:00,14.54,4584.96,,,,,,
814,05/26/2025 16:45:00,14.54,4733.44,,,,,,
815,05/26/2025 16:50:00,14.50,4437.76,,,,,,
816,05/26/2025 16:55:00,14.58,4010.24,,,,,,
817,05/26/2025 17:00:00,14.67,4632.32,,,,,,
818,05/26/2025 17:05:00,14.63,3663.36,,,,,,
819,05/26/2025 17:10:00,14.71,4154.88,,,,,,
820,05/26/2025 17:15:00,14.88,3417.60,,,,,,
821,05/26/2025 17:20:00,14.84,3189.76,,,,,,
822,05/26/2025 17:25:00,14.80,3591.68,,,,,,
823,05/26/2025 17:30:00,14.67,3363.84,,,,,,
824,05/26/2025 17:35:00,14.63,3872.00,,,,,,
825,05/26/2025 17:40:00,14.63,3645.44,,,,,,
826,05/26/2025 17:45:00,14.63,2188.16,,,,,,
827,05/26/2025 17:50:00,14.67,2640.64,,,,,,
828,05/26/2025 17:55:00,14.54,2289.28,,,,,,
829,05/26/2025 18:00:00,14.50,2713.60,,,,,,
830,05/26/2025 18:05:00,14.58,6361.60,,,,,,
831,05/26/2025 18:10:00,14.50,2375.04,,,,,,
832,05/26/2025 18:15:00,14.50,2716.16,,,,,,
833,05/26/2025 18:20:00,14.45,3127.04,,,,,,
834,05/26/2025 18:25:00,14.45,6028.80,,,,,,
835,05/26/2025 18:30:00,14.50,5713.92,,,,,,
836,05/26/2025 18:35:00,14.58,6018.56,,,,,,
837,05/26/2025 18:40:00,14.63,5693.44,,,,,,
838,05/26/2025 18:45:00,14.97,7971.84,,,,,,
839,05/26/2025 18:50:00,15.10,6727.68,,,,,,
840,05/26/2025 18:55:00,15.10,5939.20,,,,,,
841,05/26/2025 19:00:00,15.14,7244.80,,,,,,
842,05/26/2025 19:05:00,15.06,1068.80,,,,,,
843,05/26/2025 19:10:00,15.18,6510.08,,,,,,
844,05/26/2025 19:15:00,15.23,6476.80,,,,,,
845,05/26/2025 19:20:00,15.40,7298.56,,,,,,
846,05/26/2025 19:25:00,15.23,1080.64,,,,,,
847,05/26/2025 19:30:00,15.31,2987.52,,,,,,
848,05/26/2025 19:35:00,15.53,7050.24,,,,,,
849,05/26/2025 19:40:00,15.61,5726.72,,,,,,
850,05/26/2025 19:45:00,15.70,7690.24,,,,,,
851,05/26/2025 19:50:00,15.66,6092.80,,,,,,
852,05/26/2025 19:55:00,15.57,6499.84,,,,,,
853,05/26/2025 20:00:00,15.48,6663.68,,,,,,
854,05/26/2025 20:05:00,15.48,6228.48,,,,,,
855,05/26/2025 20:10:00,15.31,1802.88,,,,,,
856,05/26/2025 20:15:00,15.18,644.80,,,,,,
857,05/26/2025 20:20:00,15.10,701.76,,,,,,
858,05/26/2025 20:25:00,15.10,980.48,,,,,,
859,05/26/2025 20:30:00,15.18,798.40,,,,,,
860,05/26/2025 20:35:00,15.14,657.28,,,,,,
861,05/26/2025 20:40:00,15.10,558.40,,,,,,
862,05/26/2025 20:45:00,15.10,659.84,,,,,,
863,05/26/2025 20:50:00,15.10,635.04,,,,,,
864,05/26/2025 20:55:00,15.14,782.40,,,,,,
865,05/26/2025 21:00:00,15.14,3376.64,,,,,,
866,05/26/2025 21:05:00,15.14,3358.72,,,,,,
867,05/26/2025 21:10:00,15.14,3151.36,,,,,,
868,05/26/2025 21:15:00,15.14,2785.28,,,,,,
869,05/26/2025 21:20:00,15.06,580.32,,,,,,
870,05/26/2025 21:25:00,15.10,3018.24,,,,,,
871,05/26/2025 21:30:00,15.06,2296.32,,,,,,
872,05/26/2025 21:35:00,15.06,2311.04,,,,,,
873,05/26/2025 21:40:00,15.18,905.60,,,,,,
874,05/26/2025 21:45:00,15.18,1576.32,,,,,,
875,05/26/2025 21:50:00,15.06,312.48,,,,,,
876,05/26/2025 21:55:00,15.18,277.76,,,,,,
877,05/26/2025 22:00:00,15.18,271.04,,,,,,
878,05/26/2025 22:05:00,15.14,263.44,,,,,,
879,05/26/2025 22:10:00,15.18,239.84,,,,,,
880,05/26/2025 22:15:00,15.31,242.40,,,,,,
881,05/26/2025 22:20:00,15.23,233.12,,,,,,
882,05/26/2025 22:25:00,15.27,281.36,,,,,,
883,05/26/2025 22:30:00,15.10,397.92,,,,,,
884,05/26/2025 22:35:00,15.10,494.08,,,,,,
885,05/26/2025 22:40:00,15.01,506.72,,,,,,
886,05/26/2025 22:45:00,15.06,491.52,,,,,,
887,05/26/2025 22:50:00,15.10,563.52,,,,,,
888,05/26/2025 22:55:00,15.01,633.76,,,,,,
889,05/26/2025 23:00:00,15.01,468.00,,,,,,
890,05/26/2025 23:05:00,15.06,456.16,,,,,,
891,05/26/2025 23:10:00,14.93,427.36,,,,,,
892,05/26/2025 23:15:00,14.97,376.80,,,,,,
893,05/26/2025 23:20:00,14.97,391.20,,,,,,
894,05/26/2025 23:25:00,14.97,376.64,,,,,,
895,05/26/2025 23:30:00,14.93,298.16,,,,,,
896,05/26/2025 23:35:00,14.93,211.92,,,,,,
897,05/26/2025 23:40:00,14.93,150.24,,,,,,
898,05/26/2025 23:45:00,14.88,136.68,,,,,,
899,05/26/2025 23:50:00,14.84,88.56,,,,,,
900,05/26/2025 23:55:00,14.88,75.86,,,,,,
901,05/27/2025 00:00:00,14.88,57.40,,,,,,
902,05/27/2025 00:05:00,14.88,45.56,,,,,,
903,05/27/2025 00:10:00,14.97,32.88,,,,,,
904,05/27/2025 00:15:00,15.14,20.20,,,,,,
905,05/27/2025 00:20:00,15.10,11.57,,,,,,
906,05/27/2025 00:25:00,15.06,5.47,,,,,,
907,05/27/2025 00:30:00,14.93,2.31,,,,,,
908,05/27/2025 00:35:00,14.88,0.84,,,,,,
909,05/27/2025 00:40:00,14.88,0.00,,,,,,
910,05/27/2025 00:45:00,14.84,0.00,,,,,,
911,05/27/2025 00:50:00,14.84,0.00,,,,,,
912,05/27/2025 00:55:00,14.75,0.00,,,,,,
913,05/27/2025 01:00:00,14.93,0.00,,,,,,
914,05/27/2025 01:05:00,15.14,0.00,,,,,,
915,05/27/2025 01:10:00,15.18,0.00,,,,,,
916,05/27/2025 01:15:00,15.14,0.00,,,,,,
917,05/27/2025 01:20:00,15.10,0.00,,,,,,
918,05/27/2025 01:25:00,15.06,0.00,,,,,,
919,05/27/2025 01:30:00,15.14,0.00,,,,,,
920,05/27/2025 01:35:00,15.14,0.00,,,,,,
921,05/27/2025 01:40:00,15.18,0.00,,,,,,
922,05/27/2025 01:45:00,15.27,0.00,,,,,,
923,05/27/2025 01:50:00,15.31,0.00,,,,,,
924,05/27/2025 01:55:00,15.31,0.00,,,,,,
925,05/27/2025 02:00:00,15.40,0.00,,,,,,
926,05/27/2025 02:05:00,15.40,0.00,,,,,,
927,05/27/2025 02:10:00,15.36,0.00,,,,,,
928,05/27/2025 02:15:00,15.31,0.00,,,,,,
929,05/27/2025 02:20:00,15.27,0.00,,,,,,
930,05/27/2025 02:25:00,15.23,0.00,,,,,,
931,05/27/2025 02:30:00,15.18,0.00,,,,,,
932,05/27/2025 02:35:00,15.18,0.00,,,,,,
933,05/27/2025 02:40:00,15.14,0.00,,,,,,
934,05/27/2025 02:45:00,15.18,0.00,,,,,,
935,05/27/2025 02:50:00,15.18,0.00,,,,,,
936,05/27/2025 02:55:00,15.27,0.00,,,,,,
937,05/27/2025 03:00:00,15.27,0.00,,,,,,
938,05/27/2025 03:05:00,15.27,0.00,,,,,,
939,05/27/2025 03:10:00,15.23,0.00,,,,,,
940,05/27/2025 03:15:00,15.14,0.00,,,,,,
941,05/27/2025 03:20:00,15.10,0.00,,,,,,
942,05/27/2025 03:25:00,15.06,0.00,,,,,,
943,05/27/2025 03:30:00,15.10,0.00,,,,,,
944,05/27/2025 03:35:00,15.06,0.00,,,,,,
945,05/27/2025 03:40:00,15.01,0.00,,,,,,
946,05/27/2025 03:45:00,15.06,0.00,,,,,,
947,05/27/2025 03:50:00,15.01,0.00,,,,,,
