Pump Start Time,Pump Stop Time,Idle Voltage (V),Idle Current (mA),Loaded Voltage (V),Loaded Current (mA),PCB Temp (*C)
2025-08-19T22:00:00,2025-08-19T22:00:30,12.62,2,12.93,4,25.25
2025-08-20T04:00:00,2025-08-20T04:00:30,12.58,2,12.88,3,18.25
2025-08-20T10:00:00,2025-08-20T10:00:30,12.56,2,12.87,3,15.75
2025-08-20T16:00:00,2025-08-20T16:00:30,12.58,2,12.89,4,20.75
2025-08-20T22:00:00,2025-08-20T22:00:30,12.58,2,12.89,4,21.25
2025-08-21T04:00:00,2025-08-21T04:00:30,12.58,2,12.88,4,21.25
2025-08-21T10:00:00,2025-08-21T10:00:30,12.57,2,12.88,3,21.25
2025-08-21T16:00:00,2025-08-21T16:00:30,12.57,2,12.88,4,21.25
2025-08-21T22:00:00,2025-08-21T22:00:30,12.57,2,12.88,4,21.25
2025-08-22T04:00:00,2025-08-22T04:00:30,12.57,2,12.87,4,21.25
2025-08-22T10:00:00,2025-08-22T10:00:30,12.57,2,12.87,4,21.25
2025-08-22T16:00:00,2025-08-22T16:00:30,12.56,2,12.87,3,21.25
2025-08-22T22:00:00,2025-08-22T22:00:30,12.61,2,12.92,4,31
2025-08-23T04:00:00,2025-08-23T04:00:30,12.56,2,12.87,3,20.75
2025-08-23T10:00:00,2025-08-23T10:00:30,12.55,2,12.85,3,19.25
2025-08-23T16:00:00,2025-08-23T16:00:30,12.56,2,12.87,4,24.5
2025-08-23T22:00:00,2025-08-23T22:00:30,12.59,2,12.89,4,28
2025-08-24T04:00:00,2025-08-24T04:00:30,12.55,2,12.85,4,20.25
2025-08-24T10:00:00,2025-08-24T10:00:30,12.54,2,12.84,3,19.25
2025-08-24T16:00:00,2025-08-24T16:00:30,12.55,2,12.86,4,25.25
2025-08-24T22:00:00,2025-08-24T22:00:30,12.58,2,12.89,4,29
2025-08-25T04:00:00,2025-08-25T04:00:30,12.54,2,12.85,4,21.25
2025-08-25T10:00:00,2025-08-25T10:00:30,12.53,2,12.83,3,19.75
2025-08-25T16:00:00,2025-08-25T16:00:30,12.54,2,11.79,5290,22.5
2025-08-25T22:00:00,2025-08-25T22:00:30,12.55,2,11.8,5220,22.25
2025-08-26T04:00:00,2025-08-26T04:00:30,12.55,2,11.81,5132,22.25
2025-08-26T10:00:00,2025-08-26T10:00:30,12.53,2,11.82,5005,22.5
2025-08-26T16:00:00,2025-08-26T16:00:30,12.52,2,11.83,4747,22
2025-08-26T22:00:00,2025-08-26T22:00:30,12.51,2,11.79,5222,22.25
2025-08-27T04:00:00,2025-08-27T04:00:30,12.5,2,11.82,4650,22
2025-08-27T10:00:00,2025-08-27T10:00:30,12.49,2,11.79,4924,22.5
2025-08-27T16:00:00,2025-08-27T16:00:30,12.48,2,11.81,4665,22
2025-08-27T22:00:00,2025-08-27T22:00:30,12.47,2,11.77,4973,22.25
2025-08-28T04:00:00,2025-08-28T04:00:30,12.45,2,11.8,4670,22
2025-08-28T10:00:00,2025-08-28T10:00:30,12.44,2,11.79,4589,22.25
2025-08-28T16:00:00,2025-08-28T16:00:30,12.43,2,11.75,4768,22
2025-08-28T22:00:00,2025-08-28T22:00:30,12.42,2,11.75,4778,22.25
2025-08-29T04:00:00,2025-08-29T04:00:30,12.41,2,11.76,4492,22.25
2025-08-29T10:00:00,2025-08-29T10:00:30,12.39,2,11.75,4487,22.25
2025-08-29T16:00:00,2025-08-29T16:00:30,12.39,2,11.74,4547,22
2025-08-29T22:00:00,2025-08-29T22:00:30,12.37,2,11.74,4443,22.25
2025-08-30T04:00:00,2025-08-30T04:00:30,12.36,2,11.71,4650,22
2025-08-30T10:00:00,2025-08-30T10:00:30,12.35,2,11.7,4591,22.25
2025-08-30T16:00:00,2025-08-30T16:00:30,12.34,2,11.69,4589,21.75
2025-08-30T22:00:00,2025-08-30T22:00:30,12.33,1,11.68,4590,22.25
2025-08-31T04:00:00,2025-08-31T04:00:30,12.32,1,11.68,4412,22
2025-08-31T10:00:00,2025-08-31T10:00:30,12.31,1,11.67,4478,22.25
2025-08-31T16:00:00,2025-08-31T16:00:30,12.29,1,11.68,4327,22
2025-08-31T22:00:00,2025-08-31T22:00:30,12.28,1,11.67,4181,22
2025-09-01T04:00:00,2025-09-01T04:00:30,12.27,1,11.7,3784,22
2025-09-01T10:00:00,2025-09-01T10:00:30,12.26,1,11.7,3720,22
2025-09-01T16:00:00,2025-09-01T16:00:30,12.25,1,11.67,3909,22
