#,Date-Time (UTC Standard Time),Temperature   (°C),Light   (lux),Started,Host Connected,Button Down,Button Up,End of File
2184,08/26/2025 19:17:03,,,,,Logged,Logged,
2185,08/26/2025 19:17:04,,,,,Logged,,
2186,08/26/2025 19:17:08,,,,,,Logged,
2187,08/26/2025 19:17:09,,,,,Logged,,
2188,08/26/2025 19:17:12,,,,,,Logged,
2189,08/26/2025 19:17:13,,,,,Logged,,
2190,08/26/2025 19:17:17,,,,,Logged,Logged,
2191,08/26/2025 19:17:18,,,,,Logged,,
2192,08/26/2025 19:17:21,,,,,Logged,Logged,
2193,08/26/2025 19:17:23,,,,,Logged,,
2194,08/26/2025 19:17:26,,,,,,Logged,
2195,08/26/2025 19:17:27,,,,,Logged,,
2196,08/26/2025 19:17:31,,,,,,Logged,
2197,08/26/2025 19:17:32,,,,,Logged,,
2198,08/26/2025 19:17:36,,,,,Logged,Logged,
2199,08/26/2025 19:17:40,,,,,Logged,Logged,
2200,08/26/2025 19:17:41,,,,,Logged,,
2201,08/26/2025 19:17:54,,,,,Logged,Logged,
2202,08/26/2025 19:17:58,,,,,Logged,Logged,
2203,08/26/2025 19:18:03,,,,,Logged,Logged,
2204,08/26/2025 19:18:06,,,,,,Logged,
2205,08/26/2025 19:18:08,,,,,Logged,,
2206,08/26/2025 19:18:10,,,,,,Logged,
2207,08/26/2025 19:18:11,,,,,Logged,,
2208,08/26/2025 19:18:34,,,,,,Logged,
2209,08/26/2025 19:18:35,,,,,Logged,,
2210,08/26/2025 19:18:39,,,,,,Logged,
2211,08/26/2025 19:18:40,,,,,Logged,,
2212,08/26/2025 19:18:44,,,,,,Logged,
2213,08/26/2025 19:18:45,,,,,Logged,,
2214,08/26/2025 19:18:48,,,,,,Logged,
2215,08/26/2025 19:18:49,,,,,Logged,,
2216,08/26/2025 19:18:52,,,,,Logged,Logged,
2217,08/26/2025 19:18:53,,,,,,Logged,
2218,08/26/2025 19:18:54,,,,,Logged,,
2219,08/26/2025 19:18:57,,,,,,Logged,
2220,08/26/2025 19:18:59,,,,,Logged,,
2221,08/26/2025 19:19:01,,,,,,Logged,
2222,08/26/2025 19:19:03,,,,,Logged,,
2223,08/26/2025 19:19:05,,,,,,Logged,
2224,08/26/2025 19:19:06,,,,,Logged,Logged,
2225,08/26/2025 19:19:07,,,,,Logged,,
2226,08/26/2025 19:19:10,,,,,,Logged,
2227,08/26/2025 19:19:12,,,,,Logged,,
2228,08/26/2025 19:19:15,,,,,,Logged,
2229,08/26/2025 19:19:17,,,,,Logged,,
2230,08/26/2025 19:19:19,,,,,Logged,Logged,
2231,08/26/2025 19:19:21,,,,,Logged,,
2232,08/26/2025 19:19:23,,,,,,Logged,
2233,08/26/2025 19:19:26,,,,,Logged,,
2234,08/26/2025 19:19:28,,,,,,Logged,
2235,08/26/2025 19:19:30,,,,,Logged,,
2236,08/26/2025 19:19:32,,,,,,Logged,
2237,08/26/2025 19:19:34,,,,,Logged,,
2238,08/26/2025 19:19:37,,,,,,Logged,
2239,08/26/2025 19:19:39,,,,,Logged,,
2240,08/26/2025 19:19:41,,,,,,Logged,
2241,08/26/2025 19:19:43,,,,,Logged,,
2242,08/26/2025 19:19:45,,,,,Logged,Logged,
2243,08/26/2025 19:19:47,,,,,Logged,,
2244,08/26/2025 19:19:50,,,,,,Logged,
2245,08/26/2025 19:19:52,,,,,Logged,,
2246,08/26/2025 19:19:54,,,,,,Logged,
2247,08/26/2025 19:19:57,,,,,Logged,,
2248,08/26/2025 19:19:59,,,,,Logged,Logged,
2249,08/26/2025 19:20:06,,,,,Logged,Logged,
2250,08/26/2025 19:20:09,,,,,Logged,Logged,
2251,08/26/2025 19:20:32,,,,,,Logged,
2252,08/26/2025 19:20:33,,,,,Logged,,
2253,08/26/2025 19:20:38,,,,,,Logged,
2254,08/26/2025 19:20:40,,,,,Logged,,
2255,08/26/2025 19:20:42,,,,,,Logged,
2256,08/26/2025 19:20:44,,,,,Logged,,
2257,08/26/2025 19:20:46,,,,,,Logged,
2258,08/26/2025 19:20:48,,,,,Logged,Logged,
2259,08/26/2025 19:20:51,,,,,,Logged,
2260,08/26/2025 19:20:53,,,,,Logged,,
2261,08/26/2025 19:20:55,,,,,,Logged,
2262,08/26/2025 19:20:57,,,,,Logged,,
2263,08/26/2025 19:20:59,,,,,,Logged,
2264,08/26/2025 19:21:01,22.56,30.73,,,,,
2265,08/26/2025 19:21:02,,,,,Logged,,
2266,08/26/2025 19:21:04,,,,,,Logged,
2267,08/26/2025 19:21:06,,,,,Logged,,
2268,08/26/2025 19:21:08,,,,,,Logged,
2269,08/26/2025 19:21:09,,,,,Logged,,
2270,08/26/2025 19:21:13,,,,,,Logged,
2271,08/26/2025 19:21:15,,,,,Logged,,
2272,08/26/2025 19:21:22,,,,,,Logged,
2273,08/26/2025 19:21:24,,,,,Logged,,
2274,08/26/2025 19:21:27,,,,,,Logged,
2275,08/26/2025 19:21:28,,,,,Logged,,
2276,08/26/2025 19:21:30,,,,,,Logged,
2277,08/26/2025 19:21:32,,,,,Logged,,
2278,08/26/2025 19:21:34,,,,,,Logged,
2279,08/26/2025 19:21:38,,,,,Logged,,
2280,08/26/2025 19:21:40,,,,,,Logged,
2281,08/26/2025 19:21:42,,,,,Logged,,
2282,08/26/2025 19:21:43,,,,,,Logged,
2283,08/26/2025 19:21:46,,,,,Logged,,
2284,08/26/2025 19:21:47,,,,,,Logged,
2285,08/26/2025 19:21:49,,,,,Logged,,
2286,08/26/2025 19:21:51,,,,,,Logged,
2287,08/26/2025 19:22:02,,,,,Logged,,
2288,08/26/2025 19:22:03,,,,,Logged,Logged,
2289,08/26/2025 19:22:06,,,,,Logged,,
2290,08/26/2025 19:22:12,,,,,,Logged,
2291,08/26/2025 19:22:13,,,,,Logged,,
2292,08/26/2025 19:22:26,,,,,Logged,Logged,
2293,08/26/2025 19:22:33,,,,,Logged,Logged,
2294,08/26/2025 19:22:34,,,,,Logged,,
2295,08/26/2025 19:23:12,,,,,,Logged,
2296,08/26/2025 19:23:14,,,,,Logged,,
2297,08/26/2025 19:23:22,,,,,,Logged,
2298,08/26/2025 19:23:23,,,,,Logged,Logged,
2299,08/26/2025 19:23:25,,,,,,Logged,
2300,08/26/2025 19:23:26,,,,,Logged,Logged,
2301,08/26/2025 19:23:27,,,,,Logged,,
2302,08/26/2025 19:23:39,,,,,Logged,Logged,
2303,08/26/2025 19:23:56,,,,,,Logged,
2304,08/26/2025 19:24:00,,,,,Logged,Logged,
2305,08/26/2025 19:24:04,,,,,Logged,Logged,
2306,08/26/2025 19:24:06,,,,,Logged,,
2307,08/26/2025 19:24:07,,,,,,Logged,
2308,08/26/2025 19:24:09,,,,,Logged,,
2309,08/26/2025 19:24:15,,,,,,Logged,
2310,08/26/2025 19:24:18,,,,,Logged,,
2311,08/26/2025 19:24:26,,,,,Logged,Logged,
2312,08/26/2025 19:24:49,,,,,,Logged,
2313,08/26/2025 19:24:50,,,,,Logged,,
2314,08/26/2025 19:24:52,,,,,,Logged,
2315,08/26/2025 19:24:54,,,,,Logged,,
2316,08/26/2025 19:24:57,,,,,,Logged,
2317,08/26/2025 19:24:58,,,,,Logged,,
2318,08/26/2025 19:25:15,,,,,,Logged,
2319,08/26/2025 19:25:16,,,,,Logged,,
2320,08/26/2025 19:25:17,,,,,Logged,Logged,Logged
