#,Date-Time (UTC Standard Time),Temperature   (°C),Light   (lux),Started,Host Connected,Button Down,Button Up,End of File
1693,08/25/2025 12:31:01,24.19,4631.04,,,,,
1694,08/25/2025 12:36:01,24.28,1896.32,,,,,
1695,08/25/2025 12:41:01,24.49,3601.92,,,,,
1696,08/25/2025 12:46:01,25.65,5396.48,,,,,
1697,08/25/2025 12:51:01,25.69,2253.44,,,,,
1698,08/25/2025 12:56:01,25.74,6855.68,,,,,
1699,08/25/2025 13:01:01,25.91,128.44,,,,,
1700,08/25/2025 13:06:01,25.44,162.28,,,,,
1701,08/25/2025 13:11:01,25.22,167.44,,,,,
1702,08/25/2025 13:16:01,25.18,131.00,,,,,
1703,08/25/2025 13:21:01,25.09,205.76,,,,,
1704,08/25/2025 13:26:01,25.09,185.92,,,,,
1705,08/25/2025 13:31:01,25.14,336.80,,,,,
1706,08/25/2025 13:36:01,26.25,5368.32,,,,,
1707,08/25/2025 13:41:01,26.81,6151.68,,,,,
1708,08/25/2025 13:46:01,26.85,3688.96,,,,,
1709,08/25/2025 13:51:01,26.77,3612.16,,,,,
1710,08/25/2025 13:56:01,26.21,3406.08,,,,,
1711,08/25/2025 14:01:01,27.02,28313.60,,,,,
1712,08/25/2025 14:06:01,29.94,27146.24,,,,,
1713,08/25/2025 14:11:01,30.84,8053.76,,,,,
1714,08/25/2025 14:16:01,32.77,28190.72,,,,,
1715,08/25/2025 14:21:01,34.53,31180.80,,,,,
1716,08/25/2025 14:26:01,36.72,13091.84,,,,,
1717,08/25/2025 14:31:01,37.54,10275.84,,,,,
1718,08/25/2025 14:36:01,37.06,23644.16,,,,,
1719,08/25/2025 14:41:01,38.39,16046.08,,,,,
1720,08/25/2025 14:46:01,38.18,30023.68,,,,,
1721,08/25/2025 14:51:01,38.69,35215.36,,,,,
1722,08/25/2025 14:56:01,38.56,6325.76,,,,,
1723,08/25/2025 15:01:01,42.21,37201.92,,,,,
1724,08/25/2025 15:06:01,33.20,4803.84,,,,,
1725,08/25/2025 15:07:33,,,,,Logged,Logged,
1726,08/25/2025 15:09:27,,,,,Logged,Logged,
1727,08/25/2025 15:09:46,,,,,,Logged,
1728,08/25/2025 15:11:01,25.01,10.56,,,,,
1729,08/25/2025 15:16:01,23.38,422.72,,,,,
1730,08/25/2025 15:21:01,23.08,47.60,,,,,
1731,08/25/2025 15:26:01,23.03,107.40,,,,,
1732,08/25/2025 15:31:01,23.03,58.88,,,,,
1733,08/25/2025 15:36:01,22.99,96.20,,,,,
1734,08/25/2025 15:41:01,22.95,100.48,,,,,
1735,08/25/2025 15:46:01,22.99,127.36,,,,,
1736,08/25/2025 15:51:01,22.91,132.52,,,,,
1737,08/25/2025 15:56:01,22.91,135.96,,,,,
1738,08/25/2025 16:01:01,22.86,140.28,,,,,
1739,08/25/2025 16:06:01,22.91,133.40,,,,,
1740,08/25/2025 16:11:01,22.82,140.28,,,,,
1741,08/25/2025 16:16:01,22.82,132.52,,,,,
1742,08/25/2025 16:21:01,22.82,120.36,,,,,
1743,08/25/2025 16:26:01,22.82,121.32,,,,,
1744,08/25/2025 16:31:01,22.78,123.04,,,,,
1745,08/25/2025 16:36:01,22.69,124.76,,,,,
1746,08/25/2025 16:41:01,22.69,123.92,,,,,
1747,08/25/2025 16:46:01,22.65,135.12,,,,,
1748,08/25/2025 16:51:01,22.65,139.44,,,,,
1749,08/25/2025 16:56:01,22.65,129.92,,,,,
1750,08/25/2025 17:01:01,22.65,127.36,,,,,
1751,08/25/2025 17:06:01,22.65,135.96,,,,,
1752,08/25/2025 17:11:01,22.61,139.44,,,,,
1753,08/25/2025 17:16:01,22.65,146.44,,,,,
1754,08/25/2025 17:21:01,22.65,141.16,,,,,
1755,08/25/2025 17:26:01,22.65,157.64,,,,,
1756,08/25/2025 17:31:01,22.61,154.20,,,,,
1757,08/25/2025 17:36:01,22.65,165.44,,,,,
1758,08/25/2025 17:41:01,22.65,149.04,,,,,
1759,08/25/2025 17:46:01,22.65,161.12,,,,,
1760,08/25/2025 17:51:01,22.61,157.64,,,,,
1761,08/25/2025 17:56:01,22.61,150.76,,,,,
1762,08/25/2025 18:01:01,22.65,146.32,,,,,
1763,08/25/2025 18:06:01,22.61,149.88,,,,,
1764,08/25/2025 18:11:01,22.61,158.52,,,,,
1765,08/25/2025 18:16:01,22.65,148.16,,,,,
1766,08/25/2025 18:21:01,22.65,154.20,,,,,
1767,08/25/2025 18:26:01,22.56,160.24,,,,,
1768,08/25/2025 18:31:01,22.61,161.96,,,,,
1769,08/25/2025 18:36:01,22.65,151.60,,,,,
1770,08/25/2025 18:41:01,22.65,164.56,,,,,
1771,08/25/2025 18:46:01,22.61,153.36,,,,,
1772,08/25/2025 18:51:01,22.65,162.84,,,,,
1773,08/25/2025 18:56:01,22.61,150.76,,,,,
1774,08/25/2025 19:01:01,22.61,145.56,,,,,
1775,08/25/2025 19:06:01,22.61,145.48,,,,,
1776,08/25/2025 19:11:01,22.61,135.12,,,,,
1777,08/25/2025 19:16:01,22.61,100.48,,,,,
1778,08/25/2025 19:21:01,22.56,127.36,,,,,
1779,08/25/2025 19:26:01,22.61,123.92,,,,,
1780,08/25/2025 19:31:01,22.61,125.64,,,,,
1781,08/25/2025 19:36:01,22.61,113.44,,,,,
1782,08/25/2025 19:41:01,22.65,110.84,,,,,
1783,08/25/2025 19:46:01,22.61,105.68,,,,,
1784,08/25/2025 19:51:01,22.56,104.80,,,,,
1785,08/25/2025 19:56:01,22.61,97.92,,,,,
1786,08/25/2025 20:01:01,22.61,97.92,,,,,
1787,08/25/2025 20:06:01,22.56,96.08,,,,,
1788,08/25/2025 20:11:01,22.61,93.48,,,,,
1789,08/25/2025 20:16:01,22.56,82.28,,,,,
1790,08/25/2025 20:21:01,22.65,82.28,,,,,
1791,08/25/2025 20:26:01,22.56,73.16,,,,,
1792,08/25/2025 20:31:01,22.56,66.70,,,,,
1793,08/25/2025 20:36:01,22.61,69.72,,,,,
1794,08/25/2025 20:41:01,22.61,70.58,,,,,
1795,08/25/2025 20:46:01,22.61,67.12,,,,,
1796,08/25/2025 20:51:01,22.52,66.26,,,,,
1797,08/25/2025 20:56:01,22.61,22.08,,,,,
1798,08/25/2025 21:01:01,22.65,66.70,,,,,
1799,08/25/2025 21:06:01,22.61,67.98,,,,,
1800,08/25/2025 21:11:01,22.61,37.20,,,,,
1801,08/25/2025 21:16:01,22.61,19.89,,,,,
1802,08/25/2025 21:21:01,22.65,75.32,,,,,
1803,08/25/2025 21:26:01,22.65,68.86,,,,,
1804,08/25/2025 21:31:01,22.65,54.14,,,,,
1805,08/25/2025 21:36:01,22.65,45.44,,,,,
1806,08/25/2025 21:41:01,22.69,44.58,,,,,
1807,08/25/2025 21:46:01,22.65,49.76,,,,,
1808,08/25/2025 21:51:01,22.73,29.87,,,,,
1809,08/25/2025 21:56:01,22.78,33.75,,,,,
1810,08/25/2025 22:01:01,22.78,37.63,,,,,
1811,08/25/2025 22:06:01,22.82,53.26,,,,,
1812,08/25/2025 22:11:01,22.91,42.00,,,,,
1813,08/25/2025 22:16:01,22.91,45.88,,,,,
1814,08/25/2025 22:21:01,22.99,40.28,,,,,
1815,08/25/2025 22:26:01,22.99,57.58,,,,,
1816,08/25/2025 22:31:01,23.12,46.32,,,,,
1817,08/25/2025 22:36:01,23.29,45.44,,,,,
1818,08/25/2025 22:41:01,23.25,48.96,,,,,
1819,08/25/2025 22:46:01,23.25,44.58,,,,,
1820,08/25/2025 22:51:01,23.29,40.71,,,,,
1821,08/25/2025 22:56:01,23.34,30.73,,,,,
1822,08/25/2025 23:01:01,23.29,23.16,,,,,
1823,08/25/2025 23:06:01,23.38,22.72,,,,,
1824,08/25/2025 23:11:01,23.34,19.89,,,,,
1825,08/25/2025 23:16:01,23.29,16.01,,,,,
1826,08/25/2025 23:21:01,23.25,12.10,,,,,
1827,08/25/2025 23:26:01,23.29,7.76,,,,,
1828,08/25/2025 23:31:01,23.29,4.52,,,,,
1829,08/25/2025 23:36:01,23.29,2.80,,,,,
1830,08/25/2025 23:41:01,23.29,1.29,,,,,
1831,08/25/2025 23:46:01,23.25,0.43,,,,,
1832,08/25/2025 23:51:01,23.29,0.00,,,,,
1833,08/25/2025 23:56:01,23.25,0.00,,,,,
1834,08/26/2025 00:01:01,23.25,0.00,,,,,
1835,08/26/2025 00:06:01,23.21,0.00,,,,,
1836,08/26/2025 00:11:01,23.21,0.00,,,,,
1837,08/26/2025 00:16:01,23.21,0.00,,,,,
1838,08/26/2025 00:21:01,23.16,0.00,,,,,
1839,08/26/2025 00:26:01,23.21,0.00,,,,,
1840,08/26/2025 00:31:01,23.16,0.00,,,,,
1841,08/26/2025 00:36:01,23.16,0.00,,,,,
1842,08/26/2025 00:41:01,23.16,0.00,,,,,
1843,08/26/2025 00:46:01,23.16,0.00,,,,,
1844,08/26/2025 00:51:01,23.16,0.00,,,,,
1845,08/26/2025 00:56:01,23.16,0.00,,,,,
1846,08/26/2025 01:01:01,23.16,0.00,,,,,
1847,08/26/2025 01:06:01,23.16,0.00,,,,,
1848,08/26/2025 01:11:01,23.16,0.00,,,,,
1849,08/26/2025 01:16:01,23.12,0.00,,,,,
1850,08/26/2025 01:21:01,23.12,0.00,,,,,
1851,08/26/2025 01:26:01,23.08,0.00,,,,,
1852,08/26/2025 01:31:01,23.12,0.00,,,,,
1853,08/26/2025 01:36:01,23.08,0.00,,,,,
1854,08/26/2025 01:41:01,23.08,0.00,,,,,
1855,08/26/2025 01:46:01,23.08,0.00,,,,,
1856,08/26/2025 01:51:01,23.08,0.00,,,,,
1857,08/26/2025 01:56:01,23.08,0.00,,,,,
1858,08/26/2025 02:01:01,23.03,0.00,,,,,
1859,08/26/2025 02:06:01,23.03,0.00,,,,,
1860,08/26/2025 02:11:01,23.03,0.00,,,,,
1861,08/26/2025 02:16:01,22.99,0.00,,,,,
1862,08/26/2025 02:21:01,23.03,0.00,,,,,
1863,08/26/2025 02:26:01,22.99,0.00,,,,,
1864,08/26/2025 02:31:01,22.99,0.00,,,,,
1865,08/26/2025 02:36:01,22.99,0.00,,,,,
1866,08/26/2025 02:41:01,23.03,0.00,,,,,
1867,08/26/2025 02:46:01,23.03,0.00,,,,,
1868,08/26/2025 02:51:01,22.99,0.00,,,,,
1869,08/26/2025 02:56:01,22.99,0.00,,,,,
1870,08/26/2025 03:01:01,22.99,0.00,,,,,
1871,08/26/2025 03:06:01,22.99,0.00,,,,,
1872,08/26/2025 03:11:01,22.95,0.00,,,,,
1873,08/26/2025 03:16:01,22.95,0.00,,,,,
1874,08/26/2025 03:21:01,22.91,0.00,,,,,
1875,08/26/2025 03:26:01,22.95,0.00,,,,,
1876,08/26/2025 03:31:01,22.95,0.00,,,,,
1877,08/26/2025 03:36:01,22.86,0.00,,,,,
1878,08/26/2025 03:41:01,22.91,0.00,,,,,
1879,08/26/2025 03:46:01,22.91,0.00,,,,,
1880,08/26/2025 03:51:01,22.91,0.00,,,,,
1881,08/26/2025 03:56:01,22.86,0.00,,,,,
1882,08/26/2025 04:01:01,22.86,0.00,,,,,
1883,08/26/2025 04:06:01,22.86,0.00,,,,,
1884,08/26/2025 04:11:01,22.82,0.00,,,,,
1885,08/26/2025 04:16:01,22.86,0.00,,,,,
1886,08/26/2025 04:21:01,22.82,0.00,,,,,
1887,08/26/2025 04:26:01,22.82,0.00,,,,,
1888,08/26/2025 04:31:01,22.73,0.00,,,,,
1889,08/26/2025 04:36:01,22.69,0.00,,,,,
1890,08/26/2025 04:41:01,22.69,0.00,,,,,
1891,08/26/2025 04:46:01,22.65,0.00,,,,,
1892,08/26/2025 04:51:01,22.69,0.00,,,,,
1893,08/26/2025 04:56:01,22.69,0.00,,,,,
1894,08/26/2025 05:01:01,22.69,0.00,,,,,
1895,08/26/2025 05:06:01,22.69,0.00,,,,,
1896,08/26/2025 05:11:01,22.65,0.00,,,,,
1897,08/26/2025 05:16:01,22.65,0.00,,,,,
1898,08/26/2025 05:21:01,22.65,0.00,,,,,
1899,08/26/2025 05:26:01,22.65,0.00,,,,,
1900,08/26/2025 05:31:01,22.65,0.00,,,,,
1901,08/26/2025 05:36:01,22.65,0.00,,,,,
1902,08/26/2025 05:41:01,22.69,0.00,,,,,
1903,08/26/2025 05:46:01,22.61,0.00,,,,,
1904,08/26/2025 05:51:01,22.65,0.00,,,,,
1905,08/26/2025 05:56:01,22.61,0.00,,,,,
1906,08/26/2025 06:01:01,22.65,0.00,,,,,
1907,08/26/2025 06:06:01,22.61,0.00,,,,,
1908,08/26/2025 06:11:01,22.65,0.00,,,,,
1909,08/26/2025 06:16:01,22.61,0.00,,,,,
1910,08/26/2025 06:21:01,22.65,0.00,,,,,
1911,08/26/2025 06:26:01,22.61,0.00,,,,,
1912,08/26/2025 06:31:01,22.61,0.00,,,,,
1913,08/26/2025 06:36:01,22.61,0.00,,,,,
1914,08/26/2025 06:41:01,22.65,0.00,,,,,
1915,08/26/2025 06:46:01,22.61,0.00,,,,,
1916,08/26/2025 06:51:01,22.61,0.00,,,,,
1917,08/26/2025 06:56:01,22.61,0.00,,,,,
1918,08/26/2025 07:01:01,22.61,0.00,,,,,
1919,08/26/2025 07:06:01,22.56,0.00,,,,,
1920,08/26/2025 07:11:01,22.61,0.00,,,,,
1921,08/26/2025 07:16:01,22.61,0.00,,,,,
1922,08/26/2025 07:21:01,22.56,0.00,,,,,
1923,08/26/2025 07:26:01,22.56,0.00,,,,,
1924,08/26/2025 07:31:01,22.52,0.00,,,,,
1925,08/26/2025 07:36:01,22.56,0.00,,,,,
1926,08/26/2025 07:41:01,22.56,0.00,,,,,
1927,08/26/2025 07:46:01,22.61,0.00,,,,,
1928,08/26/2025 07:51:01,22.52,0.00,,,,,
1929,08/26/2025 07:56:01,22.52,0.00,,,,,
1930,08/26/2025 08:01:01,22.52,0.00,,,,,
1931,08/26/2025 08:06:01,22.52,0.00,,,,,
1932,08/26/2025 08:11:01,22.61,0.00,,,,,
1933,08/26/2025 08:16:01,22.52,0.00,,,,,
1934,08/26/2025 08:21:01,22.56,0.00,,,,,
1935,08/26/2025 08:26:01,22.56,0.00,,,,,
1936,08/26/2025 08:31:01,22.52,0.00,,,,,
1937,08/26/2025 08:36:01,22.52,0.00,,,,,
1938,08/26/2025 08:41:01,22.52,0.00,,,,,
1939,08/26/2025 08:46:01,22.52,0.00,,,,,
1940,08/26/2025 08:51:01,22.52,0.00,,,,,
1941,08/26/2025 08:56:01,22.52,0.00,,,,,
1942,08/26/2025 09:01:01,22.52,0.00,,,,,
1943,08/26/2025 09:06:01,22.52,0.00,,,,,
1944,08/26/2025 09:11:01,22.56,0.00,,,,,
1945,08/26/2025 09:16:01,22.52,0.00,,,,,
1946,08/26/2025 09:21:01,22.56,0.00,,,,,
1947,08/26/2025 09:26:01,22.52,0.00,,,,,
1948,08/26/2025 09:31:01,22.52,0.00,,,,,
1949,08/26/2025 09:36:01,22.52,0.00,,,,,
1950,08/26/2025 09:41:01,22.52,0.00,,,,,
1951,08/26/2025 09:46:01,22.52,0.00,,,,,
1952,08/26/2025 09:51:01,22.52,0.00,,,,,
1953,08/26/2025 09:56:01,22.52,0.00,,,,,
1954,08/26/2025 10:01:01,22.56,0.00,,,,,
1955,08/26/2025 10:06:01,22.52,0.00,,,,,
1956,08/26/2025 10:11:01,22.56,1.29,,,,,
1957,08/26/2025 10:16:01,22.52,2.37,,,,,
1958,08/26/2025 10:21:01,22.52,4.31,,,,,
1959,08/26/2025 10:26:01,22.56,6.68,,,,,
1960,08/26/2025 10:31:01,22.56,10.16,,,,,
1961,08/26/2025 10:36:01,22.65,14.26,,,,,
1962,08/26/2025 10:41:01,22.61,19.89,,,,,
1963,08/26/2025 10:46:01,22.61,24.45,,,,,
1964,08/26/2025 10:51:01,22.61,32.03,,,,,
1965,08/26/2025 10:56:01,22.65,40.71,,,,,
1966,08/26/2025 11:01:01,22.65,49.82,,,,,
1967,08/26/2025 11:06:01,22.65,58.88,,,,,
1968,08/26/2025 11:11:01,22.65,73.16,,,,,
1969,08/26/2025 11:16:01,22.61,85.72,,,,,
1970,08/26/2025 11:21:01,22.65,97.92,,,,,
1971,08/26/2025 11:26:01,22.65,110.84,,,,,
1972,08/26/2025 11:31:01,22.61,128.20,,,,,
1973,08/26/2025 11:36:01,22.69,140.28,,,,,
1974,08/26/2025 11:41:01,22.69,159.40,,,,,
1975,08/26/2025 11:46:01,22.61,175.04,,,,,
1976,08/26/2025 11:51:01,22.69,188.08,,,,,
1977,08/26/2025 11:56:01,22.69,199.28,,,,,
1978,08/26/2025 12:01:01,22.73,217.36,,,,,
1979,08/26/2025 12:06:01,22.73,213.04,,,,,
1980,08/26/2025 12:11:01,22.73,218.48,,,,,
1981,08/26/2025 12:16:01,22.69,234.00,,,,,
1982,08/26/2025 12:21:01,22.73,229.68,,,,,
1983,08/26/2025 12:26:01,22.73,234.00,,,,,
1984,08/26/2025 12:31:01,22.73,253.84,,,,,
1985,08/26/2025 12:36:01,22.69,272.16,,,,,
1986,08/26/2025 12:41:01,22.69,263.36,,,,,
1987,08/26/2025 12:46:01,22.69,251.28,,,,,
1988,08/26/2025 12:51:01,22.73,296.32,,,,,
1989,08/26/2025 12:56:01,22.73,292.88,,,,,
1990,08/26/2025 13:01:01,22.78,315.52,,,,,
1991,08/26/2025 13:06:01,22.69,350.88,,,,,
1992,08/26/2025 13:11:01,22.73,340.48,,,,,
1993,08/26/2025 13:16:01,22.73,344.80,,,,,
1994,08/26/2025 13:21:01,22.73,361.28,,,,,
1995,08/26/2025 13:26:01,22.73,363.20,,,,,
1996,08/26/2025 13:31:01,22.78,366.56,,,,,
1997,08/26/2025 13:36:01,22.73,365.76,,,,,
1998,08/26/2025 13:41:01,22.73,358.56,,,,,
1999,08/26/2025 13:46:01,22.73,339.68,,,,,
2000,08/26/2025 13:51:01,22.73,337.12,,,,,
2001,08/26/2025 13:56:01,22.73,321.60,,,,,
2002,08/26/2025 14:01:01,22.73,298.96,,,,,
2003,08/26/2025 14:06:01,22.73,227.12,,,,,
2004,08/26/2025 14:11:01,22.78,194.08,,,,,
2005,08/26/2025 14:16:01,22.73,185.44,,,,,
2006,08/26/2025 14:21:01,22.73,187.20,,,,,
2007,08/26/2025 14:26:01,22.73,188.08,,,,,
2008,08/26/2025 14:31:01,22.73,175.04,,,,,
2009,08/26/2025 14:36:01,22.73,171.52,,,,,
2010,08/26/2025 14:41:01,22.73,167.12,,,,,
2011,08/26/2025 14:46:01,22.78,171.52,,,,,
2012,08/26/2025 14:51:01,22.82,153.36,,,,,
2013,08/26/2025 14:56:01,22.73,152.48,,,,,
2014,08/26/2025 15:01:01,22.73,149.88,,,,,
2015,08/26/2025 15:06:01,22.73,158.52,,,,,
2016,08/26/2025 15:11:01,22.73,153.36,,,,,
2017,08/26/2025 15:16:01,22.73,149.04,,,,,
2018,08/26/2025 15:21:01,22.78,149.04,,,,,
2019,08/26/2025 15:26:01,22.73,147.32,,,,,
2020,08/26/2025 15:31:01,22.69,145.48,,,,,
2021,08/26/2025 15:36:01,22.78,142.00,,,,,
2022,08/26/2025 15:41:01,22.69,129.92,,,,,
2023,08/26/2025 15:46:01,22.69,137.72,,,,,
2024,08/26/2025 15:51:01,22.78,145.48,,,,,
2025,08/26/2025 15:56:01,22.73,141.16,,,,,
2026,08/26/2025 16:01:01,22.69,141.16,,,,,
2027,08/26/2025 16:06:01,22.69,153.36,,,,,
2028,08/26/2025 16:11:01,22.65,145.56,,,,,
2029,08/26/2025 16:16:01,22.69,160.24,,,,,
2030,08/26/2025 16:21:01,22.69,167.12,,,,,
2031,08/26/2025 16:26:01,22.65,180.16,,,,,
2032,08/26/2025 16:31:01,22.61,196.64,,,,,
2033,08/26/2025 16:36:01,22.52,196.64,,,,,
2034,08/26/2025 16:41:01,22.56,198.40,,,,,
2035,08/26/2025 16:46:01,22.52,201.84,,,,,
2036,08/26/2025 16:51:01,22.56,209.60,,,,,
2037,08/26/2025 16:56:01,22.56,191.52,,,,,
2038,08/26/2025 17:01:01,22.61,200.16,,,,,
2039,08/26/2025 17:06:01,22.56,197.52,,,,,
2040,08/26/2025 17:11:01,22.56,196.64,,,,,
2041,08/26/2025 17:16:01,22.52,194.08,,,,,
2042,08/26/2025 17:21:01,22.56,191.52,,,,,
2043,08/26/2025 17:26:01,22.52,183.76,,,,,
2044,08/26/2025 17:31:01,22.56,56.72,,,,,
2045,08/26/2025 17:36:01,22.52,168.08,,,,,
2046,08/26/2025 17:36:50,,,,,Logged,,
2047,08/26/2025 17:36:52,,,,,,Logged,
2048,08/26/2025 17:36:58,,,,,Logged,,
2049,08/26/2025 17:36:59,,,,,,Logged,
2050,08/26/2025 17:37:05,,,,,Logged,,
2051,08/26/2025 17:37:06,,,,,,Logged,
2052,08/26/2025 17:37:12,,,,,Logged,,
2053,08/26/2025 17:37:14,,,,,,Logged,
2054,08/26/2025 17:37:18,,,,,Logged,,
2055,08/26/2025 17:37:20,,,,,,Logged,
2056,08/26/2025 17:37:24,,,,,Logged,,
2057,08/26/2025 17:37:25,,,,,,Logged,
2058,08/26/2025 17:37:31,,,,,Logged,,
2059,08/26/2025 17:37:32,,,,,,Logged,
2060,08/26/2025 17:37:44,,,,,Logged,,
2061,08/26/2025 17:37:46,,,,,,Logged,
2062,08/26/2025 17:38:30,,,,,Logged,,
2063,08/26/2025 17:38:31,,,,,,Logged,
2064,08/26/2025 17:38:53,,,,,Logged,,
2065,08/26/2025 17:38:56,,,,,,Logged,
2066,08/26/2025 17:38:59,,,,,Logged,,
2067,08/26/2025 17:39:18,,,,,,Logged,
2068,08/26/2025 17:39:19,,,,,Logged,,
2069,08/26/2025 17:39:29,,,,,,Logged,
2070,08/26/2025 17:39:31,,,,,Logged,,
2071,08/26/2025 17:39:33,,,,,,Logged,
2072,08/26/2025 17:39:36,,,,,Logged,,
2073,08/26/2025 17:39:38,,,,,,Logged,
2074,08/26/2025 17:39:42,,,,,Logged,,
2075,08/26/2025 17:39:44,,,,,,Logged,
2076,08/26/2025 17:39:46,,,,,Logged,,
2077,08/26/2025 17:39:49,,,,,,Logged,
2078,08/26/2025 17:39:52,,,,,Logged,,
2079,08/26/2025 17:39:54,,,,,,Logged,
2080,08/26/2025 17:39:56,,,,,Logged,,
2081,08/26/2025 17:39:59,,,,,,Logged,
2082,08/26/2025 17:40:01,,,,,Logged,,
2083,08/26/2025 17:40:03,,,,,,Logged,
2084,08/26/2025 17:40:06,,,,,Logged,,
2085,08/26/2025 17:40:08,,,,,,Logged,
2086,08/26/2025 17:40:09,,,,,Logged,Logged,
2087,08/26/2025 17:40:11,,,,,Logged,,
2088,08/26/2025 17:40:13,,,,,,Logged,
2089,08/26/2025 17:40:15,,,,,Logged,,
2090,08/26/2025 17:40:18,,,,,,Logged,
2091,08/26/2025 17:40:21,,,,,Logged,,
2092,08/26/2025 17:40:23,,,,,,Logged,
2093,08/26/2025 17:40:25,,,,,Logged,,
2094,08/26/2025 17:40:27,,,,,Logged,Logged,
2095,08/26/2025 17:40:30,,,,,Logged,,
2096,08/26/2025 17:40:32,,,,,,Logged,
2097,08/26/2025 17:40:34,,,,,Logged,,
2098,08/26/2025 17:40:42,,,,,,Logged,
2099,08/26/2025 17:40:43,,,,,Logged,,
2100,08/26/2025 17:40:45,,,,,,Logged,
2101,08/26/2025 17:40:46,,,,,Logged,,
2102,08/26/2025 17:40:50,,,,,,Logged,
2103,08/26/2025 17:40:51,,,,,Logged,,
2104,08/26/2025 17:40:54,,,,,,Logged,
2105,08/26/2025 17:40:55,,,,,Logged,,
2106,08/26/2025 17:41:01,22.61,161.96,,,,,
2107,08/26/2025 17:41:32,,,,,,Logged,
2108,08/26/2025 17:41:33,,,,,Logged,,
2109,08/26/2025 17:41:39,,,,,,Logged,
2110,08/26/2025 17:41:41,,,,,Logged,,
2111,08/26/2025 17:41:55,,,,,,Logged,
2112,08/26/2025 17:41:56,,,,,Logged,,
2113,08/26/2025 17:46:01,22.52,165.44,,,,,
2114,08/26/2025 17:51:01,22.61,168.00,,,,,
2115,08/26/2025 17:56:01,22.52,30.73,,,,,
2116,08/26/2025 18:01:01,22.56,36.34,,,,,
2117,08/26/2025 18:06:01,22.56,40.71,,,,,
2118,08/26/2025 18:11:01,22.52,30.73,,,,,
2119,08/26/2025 18:16:01,22.56,33.32,,,,,
2120,08/26/2025 18:21:01,22.52,40.28,,,,,
2121,08/26/2025 18:26:01,22.52,54.56,,,,,
2122,08/26/2025 18:31:01,22.48,38.12,,,,,
2123,08/26/2025 18:36:01,22.52,40.28,,,,,
2124,08/26/2025 18:41:01,22.52,49.38,,,,,
2125,08/26/2025 18:46:01,22.48,42.42,,,,,
2126,08/26/2025 18:51:01,22.48,37.26,,,,,
2127,08/26/2025 18:56:01,22.48,36.83,,,,,
2128,08/26/2025 19:01:01,22.52,52.84,,,,,
2129,08/26/2025 19:06:01,22.48,40.71,,,,,
2130,08/26/2025 19:07:51,,,,,,Logged,
2131,08/26/2025 19:07:52,,,,,Logged,,
2132,08/26/2025 19:10:32,,,,,Logged,Logged,
2133,08/26/2025 19:10:36,,,,,Logged,Logged,
2134,08/26/2025 19:10:41,,,,,Logged,Logged,
2135,08/26/2025 19:10:45,,,,,Logged,Logged,
2136,08/26/2025 19:10:50,,,,,Logged,Logged,
2137,08/26/2025 19:11:01,22.52,31.16,,,,,
2138,08/26/2025 19:13:17,,,,,,Logged,
2139,08/26/2025 19:13:18,,,,,Logged,,
2140,08/26/2025 19:13:22,,,,,,Logged,
2141,08/26/2025 19:13:23,,,,,Logged,,
2142,08/26/2025 19:13:26,,,,,Logged,Logged,
2143,08/26/2025 19:13:27,,,,,Logged,Logged,
2144,08/26/2025 19:13:31,,,,,Logged,Logged,
2145,08/26/2025 19:13:35,,,,,,Logged,
2146,08/26/2025 19:13:36,,,,,Logged,,
2147,08/26/2025 19:13:44,,,,,,Logged,
2148,08/26/2025 19:13:45,,,,,Logged,,
2149,08/26/2025 19:13:49,,,,,,Logged,
2150,08/26/2025 19:13:50,,,,,Logged,,
2151,08/26/2025 19:13:53,,,,,,Logged,
2152,08/26/2025 19:13:54,,,,,Logged,,
2153,08/26/2025 19:13:58,,,,,,Logged,
2154,08/26/2025 19:13:59,,,,,Logged,,
2155,08/26/2025 19:14:02,,,,,,Logged,
2156,08/26/2025 19:14:03,,,,,Logged,,
2157,08/26/2025 19:14:07,,,,,Logged,Logged,
2158,08/26/2025 19:14:11,,,,,,Logged,
2159,08/26/2025 19:14:12,,,,,Logged,,
2160,08/26/2025 19:15:47,,,,,,Logged,
2161,08/26/2025 19:15:48,,,,,Logged,,
2162,08/26/2025 19:15:50,,,,,,Logged,
2163,08/26/2025 19:15:51,,,,,Logged,Logged,
2164,08/26/2025 19:15:52,,,,,Logged,,
2165,08/26/2025 19:16:00,,,,,,Logged,
2166,08/26/2025 19:16:01,22.52,31.16,,,,,
2167,08/26/2025 19:16:02,,,,,Logged,,
2168,08/26/2025 19:16:04,,,,,,Logged,
2169,08/26/2025 19:16:06,,,,,Logged,,
2170,08/26/2025 19:16:18,,,,,,Logged,
2171,08/26/2025 19:16:20,,,,,Logged,,
2172,08/26/2025 19:16:23,,,,,,Logged,
2173,08/26/2025 19:16:24,,,,,Logged,,
2174,08/26/2025 19:16:41,,,,,,Logged,
2175,08/26/2025 19:16:42,,,,,Logged,,
2176,08/26/2025 19:16:45,,,,,,Logged,
2177,08/26/2025 19:16:47,,,,,Logged,,
2178,08/26/2025 19:16:49,,,,,,Logged,
2179,08/26/2025 19:16:50,,,,,Logged,,
2180,08/26/2025 19:16:54,,,,,,Logged,
2181,08/26/2025 19:16:55,,,,,Logged,,
2182,08/26/2025 19:16:59,,,,,,Logged,
2183,08/26/2025 19:17:00,,,,,Logged,,
