Pump Start Time,Pump Stop Time,Idle Voltage (V),Idle Current (mA),Loaded Voltage (V),Loaded Current (mA),PCB Temp (*C)
2025-06-17T22:00:00,2025-06-17T22:00:30,12.81,3.00,13.12,4.00,21.00
2025-06-18T04:00:00,2025-06-18T04:00:30,12.81,3.00,13.12,4.00,21.50
2025-06-18T10:00:00,2025-06-18T10:00:30,12.81,3.00,13.12,4.00,21.00
2025-06-18T16:00:00,2025-06-18T16:00:30,12.80,3.00,12.21,3609.00,19.25
2025-06-18T22:00:00,2025-06-18T22:00:30,12.79,3.00,12.19,3566.00,18.25
2025-06-19T04:00:00,2025-06-19T04:00:30,12.79,3.00,12.19,3508.00,18.00
2025-06-19T10:00:00,2025-06-19T10:00:30,12.78,3.00,12.20,3552.00,18.25
2025-06-19T16:00:00,2025-06-19T16:00:30,12.77,2.00,12.20,3507.00,18.00
2025-06-19T22:00:00,2025-06-19T22:00:30,12.76,3.00,12.19,3490.00,18.25
2025-06-20T04:00:00,2025-06-20T04:00:30,12.75,2.00,12.19,3530.00,17.75
2025-06-20T10:00:00,2025-06-20T10:00:30,12.74,2.00,12.17,3519.00,18.00
2025-06-20T16:00:00,2025-06-20T16:00:30,12.73,2.00,12.17,3519.00,17.75
2025-06-20T22:00:00,2025-06-20T22:00:30,12.72,2.00,12.16,3606.00,18.25
2025-06-21T04:00:00,2025-06-21T04:00:30,12.71,2.00,12.16,3553.00,17.75
2025-06-21T10:00:00,2025-06-21T10:00:30,12.70,2.00,12.15,3502.00,17.75
2025-06-21T16:00:00,2025-06-21T16:00:30,12.69,2.00,12.14,3505.00,16.75
2025-06-21T22:00:00,2025-06-21T22:00:30,12.68,2.00,12.13,3475.00,17.00
2025-06-22T04:00:00,2025-06-22T04:00:30,12.67,2.00,12.11,3502.00,16.75
2025-06-22T10:00:00,2025-06-22T10:00:30,12.66,2.00,12.12,3478.00,17.00
2025-06-22T16:00:00,2025-06-22T16:00:30,12.65,2.00,12.10,3510.00,16.50
2025-06-22T22:00:00,2025-06-22T22:00:30,12.64,2.00,12.10,3478.00,16.75
2025-06-23T04:00:00,2025-06-23T04:00:30,12.63,2.00,12.09,3504.00,16.25
2025-06-23T10:00:00,2025-06-23T10:00:30,12.63,2.00,12.08,3536.00,16.50
2025-06-23T16:00:00,2025-06-23T16:00:30,12.61,2.00,12.08,3500.00,16.25
2025-06-23T22:00:00,2025-06-23T22:00:30,12.61,2.00,12.08,3480.00,16.75
2025-06-24T04:00:00,2025-06-24T04:00:30,12.60,2.00,12.07,3501.00,16.25
2025-06-24T10:00:00,2025-06-24T10:00:30,12.59,2.00,12.07,3469.00,16.75
2025-06-24T16:00:00,2025-06-24T16:00:30,12.58,2.00,12.06,3444.00,16.25
2025-06-24T22:00:00,2025-06-24T22:00:30,12.57,2.00,12.06,3490.00,16.75
2025-06-25T04:00:00,2025-06-25T04:00:30,12.56,2.00,12.05,3452.00,16.25
2025-06-25T10:00:00,2025-06-25T10:00:30,12.55,2.00,12.04,3425.00,16.75
2025-06-25T16:00:00,2025-06-25T16:00:30,12.55,2.00,12.03,3458.00,16.25
2025-06-25T22:00:00,2025-06-25T22:00:30,12.54,2.00,12.03,3422.00,16.75
2025-06-26T04:00:00,2025-06-26T04:00:30,12.53,2.00,12.02,3393.00,16.00
2025-06-26T10:00:00,2025-06-26T10:00:30,12.52,2.00,12.01,3444.00,16.75
2025-06-26T16:00:00,2025-06-26T16:00:30,12.51,2.00,12.01,3382.00,16.25
2025-06-26T22:00:00,2025-06-26T22:00:30,12.51,2.00,12.02,3454.00,18.50
2025-06-27T04:00:00,2025-06-27T04:00:30,12.50,2.00,12.01,3476.00,17.25
2025-06-27T10:00:00,2025-06-27T10:00:30,12.50,2.00,12.02,3462.00,19.25
2025-06-27T16:00:00,2025-06-27T16:00:30,12.49,2.00,12.02,3492.00,18.75
2025-06-27T22:00:00,2025-06-27T22:00:30,12.48,2.00,12.01,3470.00,19.50
2025-06-28T04:00:00,2025-06-28T04:00:30,12.47,2.00,12.01,3456.00,19.00
2025-06-28T10:00:00,2025-06-28T10:00:30,12.46,2.00,11.99,3481.00,19.50
2025-06-28T16:00:00,2025-06-28T16:00:30,12.45,1.00,11.99,3476.00,19.25
2025-06-28T22:00:00,2025-06-28T22:00:30,12.44,2.00,11.97,3425.00,19.00
2025-06-29T04:00:00,2025-06-29T04:00:30,12.43,2.00,11.98,3467.00,19.00
2025-06-29T10:00:00,2025-06-29T10:00:30,12.42,2.00,11.96,3439.00,18.50
2025-06-29T16:00:00,2025-06-29T16:00:30,12.41,1.00,11.95,3450.00,18.75
2025-06-29T22:00:00,2025-06-29T22:00:30,12.41,1.00,11.94,3421.00,18.50
2025-06-30T04:00:00,2025-06-30T04:00:30,12.40,1.00,11.93,3429.00,18.50
2025-06-30T10:00:00,2025-06-30T10:00:30,12.39,1.00,11.93,3345.00,18.75
2025-06-30T16:00:00,2025-06-30T16:00:30,12.38,1.00,11.92,3452.00,18.50
2025-06-30T22:00:00,2025-06-30T22:00:30,12.37,1.00,11.92,3402.00,18.75
2025-07-01T04:00:00,2025-07-01T04:00:30,12.36,1.00,11.90,3430.00,18.50
2025-07-01T10:00:00,2025-07-01T10:00:30,12.35,1.00,11.90,3386.00,18.75
2025-07-01T16:00:00,2025-07-01T16:00:30,12.34,1.00,11.89,3346.00,18.50
2025-07-01T22:00:00,2025-07-01T22:00:30,12.33,1.00,11.89,3329.00,18.50
2025-07-02T04:00:00,2025-07-02T04:00:30,12.33,1.00,11.88,3398.00,18.25
2025-07-02T10:00:00,2025-07-02T10:00:30,12.32,1.00,11.87,3354.00,18.25
2025-07-02T16:00:00,2025-07-02T16:00:30,12.33,1.00,12.64,2.00,23.50
2025-07-02T22:00:00,2025-07-02T22:00:30,12.35,1.00,12.66,3.00,27.00
2025-07-03T04:00:00,2025-07-03T04:00:30,12.32,1.00,12.63,2.00,22.25
2025-07-03T10:00:00,2025-07-03T10:00:30,12.32,1.00,12.63,2.00,22.00
Logging halted by user
