Pump Start Time,Pump Stop Time,Idle Voltage (V),Idle Current (mA),Loaded Voltage (V),Loaded Current (mA),PCB Temp (*C)
2025-07-21T22:30:00,2025-07-21T22:30:30,12.91,1,13.22,2,20.5
2025-07-22T04:30:00,2025-07-22T04:30:30,12.91,1,13.21,2,20
2025-07-22T10:30:00,2025-07-22T10:30:30,12.9,1,13.21,2,20.25
2025-07-22T16:30:00,2025-07-22T16:30:30,12.9,1,13.21,2,20.25
2025-07-22T22:30:00,2025-07-22T22:30:30,12.94,1,13.25,2,29
2025-07-23T04:30:00,2025-07-23T04:30:30,12.89,1,13.2,2,18
2025-07-23T10:30:00,2025-07-23T10:30:30,12.87,1,13.18,2,15
2025-07-23T16:30:00,2025-07-23T16:30:30,12.89,1,12.31,4897,21.25
2025-07-23T22:30:00,2025-07-23T22:30:30,12.92,1,12.31,4917,22.25
2025-07-24T04:30:00,2025-07-24T04:30:30,12.91,1,12.31,4916,21.75
2025-07-24T10:30:00,2025-07-24T10:30:30,12.9,1,12.3,5008,22.25
2025-07-24T16:30:00,2025-07-24T16:30:30,12.89,1,12.3,4978,21.75
2025-07-24T22:30:00,2025-07-24T22:30:30,12.89,1,12.3,4993,22.25
2025-07-25T04:30:00,2025-07-25T04:30:30,12.87,1,12.29,5030,22
2025-07-25T10:30:00,2025-07-25T10:30:30,12.87,1,12.28,4986,21.75
2025-07-25T16:30:00,2025-07-25T16:30:30,12.85,1,12.28,4967,21.5
2025-07-25T22:30:00,2025-07-25T22:30:30,12.84,1,12.26,4950,21.5
2025-07-26T04:30:00,2025-07-26T04:30:30,12.83,0,12.26,4960,21.25
2025-07-26T10:30:00,2025-07-26T10:30:30,12.83,1,12.26,4974,21.5
2025-07-26T16:30:00,2025-07-26T16:30:30,12.81,1,12.26,4942,21.25
2025-07-26T22:30:00,2025-07-26T22:30:30,12.81,0,12.24,4914,21.5
2025-07-27T04:30:00,2025-07-27T04:30:30,12.8,0,12.25,4969,21.5
2025-07-27T10:30:00,2025-07-27T10:30:30,12.79,1,12.24,4928,22.25
2025-07-27T16:30:00,2025-07-27T16:30:30,12.78,0,12.23,4962,21.5
2025-07-27T22:30:00,2025-07-27T22:30:30,12.77,0,12.23,4939,22.25
2025-07-28T04:30:00,2025-07-28T04:30:30,12.76,0,12.21,4880,21
2025-07-28T10:30:00,2025-07-28T10:30:30,12.75,0,12.21,4839,21.75
