Pump Start Time,Pump Stop Time,Idle Voltage (V),Idle Current (mA),Loaded Voltage (V),Loaded Current (mA),PCB Temp (*C)
2025-07-21T22:00:00,2025-07-21T22:00:30,12.79,3,13.09,4,21.25
2025-07-22T04:00:00,2025-07-22T04:00:30,12.73,2,13.04,4,20.75
2025-07-22T10:00:00,2025-07-22T10:00:30,12.71,2,13.02,4,20.75
2025-07-22T16:00:00,2025-07-22T16:00:30,12.69,2,13.01,4,21
2025-07-22T22:00:00,2025-07-22T22:00:30,12.72,3,13.03,4,33.5
2025-07-23T04:00:00,2025-07-23T04:00:30,12.68,2,12.99,4,20.5
2025-07-23T10:00:00,2025-07-23T10:00:30,12.66,2,12.97,3,16.25
2025-07-23T16:00:00,2025-07-23T16:00:30,12.68,2,12.14,3608,23
2025-07-23T22:00:00,2025-07-23T22:00:30,12.69,2,12.15,3641,23
2025-07-24T04:00:00,2025-07-24T04:00:30,12.68,2,12.15,3597,23.25
2025-07-24T10:00:00,2025-07-24T10:00:30,12.67,2,12.15,3600,22.5
2025-07-24T16:00:00,2025-07-24T16:00:30,12.66,2,12.15,3612,23.25
2025-07-24T22:00:00,2025-07-24T22:00:30,12.65,2,12.15,3586,23
2025-07-25T04:00:00,2025-07-25T04:00:30,12.64,2,12.15,3620,23.25
2025-07-25T10:00:00,2025-07-25T10:00:30,12.63,2,12.13,3572,22.25
2025-07-25T16:00:00,2025-07-25T16:00:30,12.62,2,12.12,3666,22.75
2025-07-25T22:00:00,2025-07-25T22:00:30,12.61,2,12.11,3742,22.25
2025-07-26T04:00:00,2025-07-26T04:00:30,12.61,2,12.11,3703,23
2025-07-26T10:00:00,2025-07-26T10:00:30,12.6,2,12.1,3673,22.25
2025-07-26T16:00:00,2025-07-26T16:00:30,12.59,2,12.1,3718,22.75
2025-07-26T22:00:00,2025-07-26T22:00:30,12.58,2,12.1,3689,22.5
2025-07-27T04:00:00,2025-07-27T04:00:30,12.57,2,12.09,3723,23.25
2025-07-27T10:00:00,2025-07-27T10:00:30,12.56,2,12.09,3729,22.75
2025-07-27T16:00:00,2025-07-27T16:00:30,12.55,2,12.08,3669,22.75
2025-07-27T22:00:00,2025-07-27T22:00:30,12.55,2,12.08,3692,22.75
2025-07-28T04:00:00,2025-07-28T04:00:30,12.53,2,12.06,3664,22.75
2025-07-28T10:00:00,2025-07-28T10:00:30,12.52,2,12.06,3679,22.5
2025-07-28T16:00:00,2025-07-28T16:00:30,12.51,2,12.05,3642,22.25
2025-07-28T22:00:00,2025-07-28T22:00:30,12.51,2,12.04,3680,22.25
2025-07-29T04:00:00,2025-07-29T04:00:30,12.5,2,12.04,3738,22.75
2025-07-29T10:00:00,2025-07-29T10:00:30,12.49,2,12.02,3725,22
2025-07-29T16:00:00,2025-07-29T16:00:30,12.48,2,12.01,3658,22.5
2025-07-29T22:00:00,2025-07-29T22:00:30,12.47,2,12.01,3741,22
2025-07-30T04:00:00,2025-07-30T04:00:30,12.46,2,12,3717,22.75
2025-07-30T10:00:00,2025-07-30T10:00:30,12.45,2,12,3741,22.25
2025-07-30T16:00:00,2025-07-30T16:00:30,12.44,1,11.99,3761,23.25
2025-07-30T22:00:00,2025-07-30T22:00:30,12.43,1,11.98,3765,22.5
2025-07-31T04:00:00,2025-07-31T04:00:30,12.42,1,11.98,3746,22.75
2025-07-31T10:00:00,2025-07-31T10:00:30,12.41,2,11.97,3737,22
2025-07-31T16:00:00,2025-07-31T16:00:30,12.41,1,11.96,3733,23.5
2025-07-31T22:00:00,2025-07-31T22:00:30,12.4,2,11.96,3701,22.25
2025-08-01T04:00:00,2025-08-01T04:00:30,12.39,1,11.94,3687,22.5
2025-08-01T10:00:00,2025-08-01T10:00:30,12.38,1,11.94,3751,22
2025-08-01T16:00:00,2025-08-01T16:00:30,12.37,1,11.92,3708,22.25
2025-08-01T22:00:00,2025-08-01T22:00:30,12.36,1,11.92,3660,22
2025-08-02T04:00:00,2025-08-02T04:00:30,12.35,1,11.92,3726,23.25
2025-08-02T10:00:00,2025-08-02T10:00:30,12.35,1,11.92,3723,22.75
